"BAU","SA","EXT10","EXT30","GTR30","NTSR","NTLR"
0.59424,0.87505,0.419113,0.87505,0.641818,0.472185,0.504197
1.8186,4.18811,1.12408,2.07705,2.54224,1.57416,1.57416
0.816678,3.32539,0.738445,1.8772,1.35457,0.852206,0.852206
0.875578,11.8104,1.03767,1.14223,0.879999,2.50852,11.8104
2.61488,3.55906,1.37167,2.2061,3.93452,3.70951,3.70951
0.145316,0.205006,0.129822,0.129822,0.146772,0.182296,0.151163
2.93101,12.6366,2.95432,6.98957,4.36979,4.16515,4.16515
2.20162,3.88141,1.07151,2.22488,4.09276,1.99009,1.99009
0.52877,0.373969,0.198372,0.234924,0.723827,0.477518,0.477518
1.93957,0.873976,0.726029,0.604227,2.75389,1.70169,1.70169
4.11281,4.35624,"NA","NA","NA",4.35624,"NA"
1.32193,0.934924,0.495929,0.58731,1.80957,1.1938,1.1938
0.341472,11.9149,3.54381,3.54381,0.353774,0.327456,0.231482
1.5292,0.789708,0.592858,0.587216,1.98172,1.32621,1.32621
5.48542,14.0226,"NA","NA","NA",14.0226,"NA"
0.511934,1.09085,0.648368,0.979255,0.602189,0.0634634,0.732859
4.18268,5.20923,1.75134,2.64037,4.21305,4.5377,1.57921
2.8349,11.1821,"NA","NA","NA",8.77987,11.1821
1.14506,1.96886,0.463683,0.463683,1.18823,1.03488,1.03488
0.916758,0.368621,0.242689,0.242689,0.957403,2.41914,1.48859
0.114307,0.255871,0.1641,0.17719,0.155881,0.10473,0.213645
2.36338,21.2389,2.58358,2.58358,2.4159,3.50929,3.50929
2.64255,4.1496,1.13838,1.77914,2.73482,2.38806,1.09718
3.25786,1.21801,0.652921,0.790165,3.03198,3.3601,1.62949
1.21424,6.9472,1.17663,1.17663,1.2148,6.9472,"NA"
5.38179,5.99966,2.60521,3.71404,8.54493,4.70302,4.70302
3.27654,7.16561,2.75707,5.12327,5.76671,3.42024,3.42024
3.50592,5.47852,1.83299,3.10534,5.30532,3.05113,3.05113
3.87743,5.22783,1.93444,3.13481,4.02279,3.50213,3.50213
1.35011,3.36191,"NA","NA","NA",3.36191,"NA"
1.96441,7.11899,1.96321,4.52838,3.13917,2.05148,2.05148
0.400154,0.577644,"NA","NA","NA",0.577644,"NA"
1.0033,4.73787,"NA","NA","NA",4.73787,"NA"
1.87613,0.0614882,0.470994,0.0472326,2.2135,2.1654,1.32458
2.18362,2.35808,1.15084,1.63473,3.64009,1.92202,1.92202
5.29951,39.556,5.16909,5.16909,5.30984,31.4748,39.556
7.12609,22.011,"NA","NA","NA",19.5239,22.011
0.262083,0.325271,"NA","NA","NA",0.325271,"NA"
4.50172,1.05664,0.600146,0.595812,3.71898,2.41892,0.939642
2.11937,1.03635,0.604642,0.738178,1.91321,2.1324,0.879104
4.1864,8.08283,3.942,3.942,4.19418,8.08283,"NA"
1.00691,3.32978,0.565889,1.92241,1.24579,1.17691,0.921587
0.713882,2.9684,1.87392,2.9684,0.78093,0.641821,0.713575
3.53258,18.3167,"NA","NA","NA",16.9662,18.3167
0.973245,2.10906,"NA","NA","NA",2.10906,"NA"
2.27935,5.99435,"NA","NA","NA",5.99435,"NA"
0.0449464,0.0467686,"NA","NA","NA",0.0467686,"NA"
0.706445,0.930502,"NA","NA","NA",0.930502,"NA"
4.36005,8.03021,"NA","NA","NA",8.03021,"NA"
1.17282,0.211477,0.0905484,0.109812,1.06543,1.48093,0.344628
0.630757,0.971325,"NA","NA","NA",0.971325,"NA"
12.8274,193.719,11.9009,12.0716,12.9235,121.226,193.719
0.85558,1.19994,0.812814,1.19994,1.01352,1.14815,0.77409
0.675128,10.1957,0.626364,0.635348,0.680186,6.38031,10.1957
0.112718,0.468694,0.295882,0.468694,0.123305,0.10134,0.11267
0.650809,1.63121,0.703989,1.36473,0.87376,0.668067,0.632513
6.33298,6.83868,"NA","NA","NA",6.83868,"NA"
1.43541,1.3726,0.70327,0.990837,1.46741,1.67185,1.15978
5.16467,1.85915,0.79589,1.01929,4.9177,2.66703,1.29188
1.09535,43.6037,11.2546,34.0367,1.21713,1.11041,17.9192
0.340621,0.366825,"NA","NA","NA",0.366825,"NA"
5.12662,9.88997,"NA","NA","NA",9.88997,"NA"
0.993289,2.23339,0.595998,0.855122,1.4748,1.03695,1.03695
0.589109,1.53306,0.586489,0.586489,0.593089,1.53306,"NA"
0.169429,0.596322,0.171835,0.408369,0.262164,0.182816,0.182816
1.88389,1.68427,"NA","NA","NA",1.68427,"NA"
1.2047,2.57123,1.62174,2.4897,1.37336,1.04428,1.18234
1.68173,1.8557,1.8557,1.8557,1.68754,1.49071,1.68173
0.151306,0.416429,0.234831,0.40578,0.162303,0.131473,0.147669
11.8155,24.537,11.7524,11.7524,11.8273,20.2319,24.537
0.851758,1.97367,0.848509,0.858864,0.862168,1.44205,1.97367
0.0154708,0.0154708,"NA","NA","NA",0.0132964,0.0154708
2.41132,5.00754,2.39845,2.39845,2.41374,4.12896,5.00754
0.224008,0.248413,"NA","NA","NA",0.248413,"NA"
0.285819,0.727851,0.361207,0.453305,0.303788,0.418713,0.511519
0.246004,0.264929,"NA","NA","NA",0.264929,"NA"
1.27799,1.49036,0.726127,1.32928,1.30462,1.56439,1.42275
0.762514,2.42607,0.757501,1.69174,1.06415,0.822801,0.822801
0.418402,4.00521,1.55894,3.15954,0.464838,0.424122,0.424122
0.594615,1.99014,0.645775,0.645775,0.594759,1.99014,"NA"
0.425879,0.986833,0.424254,0.429432,0.431084,0.721023,0.986833
0.683362,0.858411,0.69203,0.698804,0.698062,0.774857,0.858411
3.3397,6.59177,3.72881,3.79655,3.34072,5.018,6.47677
0.717455,4.08582,1.20172,2.36894,0.942338,0.649984,0.871587
0.327613,0.780054,0.322977,0.322977,0.333629,0.563828,0.780054
2.92274,4.41962,3.95446,4.41962,2.98237,2.36996,2.92236
3.76777,3.36854,"NA","NA","NA",3.36854,"NA"
0.374357,20.7759,0.289163,0.439904,0.49159,1.48844,18.1208
6.4843,26.0203,7.6924,8.22708,6.57812,20.6037,25.3046
1.01277,2.28438,1.256,2.2088,1.0223,0.619841,1.01082
1.93426,2.28331,1.90895,1.90895,1.9369,2.21277,2.28331
0.246915,0.841083,0.424131,0.646057,0.267525,0.250306,0.250306
1.41386,1.79212,1.51962,1.5399,1.44202,1.57216,1.75536
1.87031,2.50004,"NA","NA","NA",2.50004,"NA"
0.32025,38.8872,0.289447,0.480054,0.342717,10.6664,19.9368
0.363419,0.570067,0.345795,0.345795,0.362865,0.50175,0.570067
0.0595126,0.088213,0.0639679,0.0639679,0.0610487,0.0746009,0.088213
5.36863,5.70318,5.70318,5.70318,5.36955,4.29158,5.36863
0.972218,1.29655,0.940602,0.940602,0.976403,1.19649,1.29655
3.35478,4.48045,4.14761,4.48045,3.49014,2.71414,3.35456
1.60853,2.95018,"NA","NA","NA",2.95018,"NA"
0.531893,0.794338,0.66709,0.794338,0.54173,0.475997,0.528694
0.390707,0.453962,"NA","NA","NA",0.453962,"NA"
0.131276,0.146353,"NA","NA","NA",0.146353,"NA"
1.25121,3.06884,1.77133,3.06884,1.31835,1.06697,1.23693
2.87068,2.56651,"NA","NA","NA",2.56651,"NA"
1.01968,2.11618,1.33462,2.06022,1.23157,0.950089,0.993879
0.717671,0.641627,"NA","NA","NA",0.641627,"NA"
1.13613,2.40918,1.12868,1.984,1.63706,1.22209,1.10313
1.66113,2.46247,"NA","NA","NA",2.46247,"NA"
1.11907,1.9217,1.54496,1.9217,1.12733,0.934363,1.11402
1.17682,1.37422,0.674061,0.890196,2.14559,1.23966,1.23966
0.782435,1.85963,0.673536,1.55579,0.928676,0.846291,0.738103
3.38106,9.31002,3.45659,3.45659,3.38486,9.03708,9.31002
3.08295,10.7013,5.45335,10.7013,3.14753,2.0916,3.07829
1.31639,2.7755,1.4365,1.47692,1.32143,2.65388,2.7755
5.30573,83.6451,4.85384,4.85384,5.31313,70.3704,83.6451
1.3063,5.57259,1.56249,2.1742,1.35719,1.98633,2.58137
2.55654,9.48407,"NA","NA","NA",8.47816,9.48407
3.14299,7.78644,4.92374,7.78644,3.44525,2.557,3.09207
4.42763,31.3677,5.09891,5.58284,4.43601,19.5082,31.3677
2.79881,3.20775,"NA","NA","NA",3.20775,"NA"
7.71611,27.3978,"NA","NA","NA",27.3978,"NA"
0.159312,0.196886,"NA","NA","NA",0.196886,"NA"
9.95938,40.903,"NA","NA","NA",37.1513,40.903
1.0787,9.30987,1.0787,1.0787,1.0787,6.34085,8.88357
0.216357,0.451186,0.28655,0.439967,0.246614,0.20136,0.211026
0.887985,1.07495,0.921143,0.921143,0.897419,0.950607,1.07495
2.42059,13.5864,2.53187,2.57489,2.46195,7.55402,13.5864
1.34185,0.622465,0.537907,0.569211,1.65589,2.31909,1.01087
1.10381,2.82429,"NA","NA","NA",2.82429,"NA"
0.581156,2.1518,0.565505,0.570851,0.589301,2.1518,"NA"
11.3263,97.7537,11.3263,11.3263,11.3263,66.5789,93.2775
0.706766,1.64802,0.756176,0.843886,0.739615,1.16674,1.46802
2.33114,3.95757,2.59992,2.71781,2.39531,3.07909,3.95757
1.35617,1.77736,"NA","NA","NA",1.77736,"NA"
1.32087,2.09112,1.51439,2.09112,1.33704,1.25998,1.29188
5.86383,16.8653,7.8052,9.51032,6.06844,6.28488,10.543
5.13247,28.4026,"NA","NA","NA",28.4026,"NA"
0.498625,30.6165,3.08322,5.99629,0.539291,9.24537,20.4808
3.65662,61.8135,17.2767,58.4005,3.80723,3.47817,3.00198
1.98488,8.15261,"NA","NA","NA",7.17388,8.15261
1.14763,31.6637,1.27814,1.38427,1.18147,28.2211,31.6637
1.66965,6.59067,2.02664,2.28089,1.67809,3.64926,5.56417
1.51592,23.8986,1.38681,1.38681,1.51804,20.1058,23.8986
0.891416,1.09113,0.92008,1.09113,1.08277,1.31987,0.849536
1.47621,5.434,1.7841,3.07878,1.78238,1.47579,1.41945
2.86137,3.46535,3.36224,3.46535,2.90238,2.15889,2.8613
1.32545,1.73741,0.987338,1.73741,1.55291,1.88643,1.2186
4.99365,17.6483,5.14297,5.14297,5.00969,17.6483,"NA"
1.73648,3.32344,1.78229,1.78229,1.73883,3.02823,3.32344
0.805438,1.9637,0.700146,1.4468,1.01879,0.842734,0.842734
0.132183,0.284947,0.127182,0.127182,0.132811,0.217356,0.284947
0.754061,0.971967,"NA","NA","NA",0.971967,"NA"
9.83397,13.3304,13.3304,13.3304,9.83793,3.07727,9.83397
1.87287,5.72591,2.2,4.74453,2.48944,1.80893,1.8182
1.95829,2.75612,2.04446,2.04446,1.97079,2.37741,2.75612
3.31923,2.96753,"NA","NA","NA",2.96753,"NA"
7.52185,19.7814,"NA","NA","NA",19.7814,"NA"
0.89857,8.45784,0.848382,1.1274,1.00679,1.26143,8.45784
4.69786,22.6873,4.78812,4.78812,4.69829,21.106,22.6873
2.55306,3.41426,"NA","NA","NA",3.41426,"NA"
3.26296,8.90804,4.52781,8.90804,3.49664,2.70073,3.22714
0.411627,0.456419,"NA","NA","NA",0.456419,"NA"
0.147587,0.0463414,0.0381614,0.0455474,0.176582,0.353456,0.128554
1.82395,1.82395,"NA","NA","NA",1.82395,"NA"
1.00221,23.5072,4.61694,7.1142,1.02587,3.33535,12.3456
0.288485,0.317789,"NA","NA","NA",0.317789,"NA"
0.263648,1.97113,0.250714,0.250714,0.256663,1.97113,"NA"
0.374537,0.669877,"NA","NA","NA",0.669877,"NA"
2.56516,3.06167,"NA","NA","NA",3.06167,"NA"
0.885708,1.05933,"NA","NA","NA",0.882011,1.05933
11.6901,16.9492,"NA","NA","NA",16.9492,"NA"
11.6396,36.1193,"NA","NA","NA",36.1193,"NA"
9.72147,66.6996,10.104,10.104,9.75063,44.8571,66.6996
2.01099,16.9081,2.02362,2.02362,2.01543,16.9081,"NA"
0.134014,0.137567,"NA","NA","NA",0.137567,"NA"
10.4212,30.6261,"NA","NA","NA",29.4519,30.6261
0.356486,0.379798,0.379798,0.379798,0.368331,0.331587,0.356486
26.202,37.9895,"NA","NA","NA",37.9895,"NA"
1.23509,7.79773,"NA","NA","NA",7.79773,"NA"
0.273368,1.72875,0.322812,0.326825,0.275546,0.300102,1.72875
12.8601,55.2989,"NA","NA","NA",19.4954,55.2989
1.96146,8.67826,1.88748,5.2704,3.32101,2.04435,2.04435
0.982113,8.25746,0.988278,0.988278,0.98428,8.25746,"NA"
0.138856,1.08816,0.139792,0.139792,0.139154,1.08816,"NA"
2.01554,2.92227,"NA","NA","NA",2.92227,"NA"
2.41774,8.04194,2.31692,2.31692,2.43312,5.69093,8.04194
0.816753,0.957082,"NA","NA","NA",0.957082,"NA"
2.24718,7.66848,2.33447,5.30106,3.98625,2.34414,2.40876
0.400723,1.47558,0.452845,0.914863,0.89904,0.373369,0.507548
0.212362,0.241202,"NA","NA","NA",0.241202,"NA"
2.75639,13.4504,2.66713,2.66713,2.76333,13.4504,"NA"
0.716544,0.978634,"NA","NA","NA",0.978634,"NA"
13.1784,24.7026,13.4114,13.4114,13.1883,24.2484,24.7026
0.516888,6.72486,0.229564,0.584928,0.527648,1.53515,6.34014
5.77183,10.8303,"NA","NA","NA",10.8303,"NA"
1.22618,1.32534,"NA","NA","NA",1.32534,"NA"
5.67019,7.57275,"NA","NA","NA",7.57275,"NA"
11.3511,36.7401,"NA","NA","NA",36.7401,"NA"
4.17786,8.19197,"NA","NA","NA",8.19197,"NA"
2.12238,2.64929,"NA","NA","NA",2.64929,"NA"
0.902011,1.12595,"NA","NA","NA",1.12595,"NA"
0.530595,0.662322,"NA","NA","NA",0.662322,"NA"
1.50847,3.13465,1.92539,2.19964,1.55843,1.12053,3.13465
9.16242,16.2944,"NA","NA","NA",16.2944,"NA"
1.69924,2.39631,1.59624,2.31353,1.71839,1.99154,2.14876
0.339175,0.425113,"NA","NA","NA",0.425113,"NA"
1.06465,3.66702,1.13142,1.13142,1.06659,1.21546,3.66702
0.374249,0.510838,"NA","NA","NA",0.510838,"NA"
9.48172,33.4647,"NA","NA","NA",33.4647,"NA"
1.03541,5.99277,1.46195,3.64123,1.72995,1.0813,1.30994
1.87287,27.3428,2.06422,2.89745,1.89111,13.2384,18.2757
1.13056,7.08765,1.51751,3.70453,1.65927,1.04059,1.24733
4.74086,16.7323,"NA","NA","NA",16.7323,"NA"
0.412337,1.19844,"NA","NA","NA",1.19844,"NA"
3.93149,9.17644,2.15858,6.40696,4.37558,4.38509,9.17644
1.23711,6.59742,2.15352,4.99639,1.5469,1.14258,1.66597
0.269795,3.76315,0.463152,0.954677,0.384596,0.213459,2.1359
4.9139,9.02019,2.34747,6.31233,5.4702,5.48266,8.73472
4.3328,5.90604,2.4466,4.12654,6.0383,3.74303,2.77983
0.0367889,4.2735,0.50991,0.50991,0.0373261,1.68518,3.57448
0.0245259,2.849,0.33994,0.33994,0.0248841,1.12345,2.38299
0.483231,0.571807,"NA","NA","NA",0.571807,"NA"
1.40039,13.4287,1.34271,1.34271,1.40128,13.4287,"NA"
6.73087,15.265,"NA","NA","NA",15.265,"NA"
15.3181,22.2093,"NA","NA","NA",22.2093,"NA"
0.184098,7.5486,0.215793,0.220009,0.19824,3.45822,7.5486
4.08448,6.25826,4.59497,4.70154,4.08933,4.62657,6.12506
0.807034,2.79412,1.27603,2.51091,1.14799,0.680244,1.44869
0.882646,1.467,0.813448,0.813448,0.883474,1.467,"NA"
1.07192,1.29469,1.25658,1.29469,1.09471,0.8392,1.07191
2.23884,0.63295,0.237591,0.263164,1.96677,1.81974,0.63295
1.25883,1.25883,"NA","NA","NA",1.25883,"NA"
0.343614,0.998698,"NA","NA","NA",0.998698,"NA"
0.249876,2.6516,0.22312,0.22312,0.250482,2.6516,"NA"
0.166584,1.76773,0.148747,0.148747,0.166988,1.76773,"NA"
0.112576,0.683708,0.120242,0.41044,0.133746,0.0930664,0.125376
1.35092,8.2045,1.44291,4.92527,1.60495,1.1168,1.50452
5.99809,24.453,7.14247,8.01374,6.08428,4.97483,24.453
1.24071,4.42114,1.28203,2.94684,2.22021,1.29321,1.31367
1.44772,13.5581,1.77221,2.67197,1.61128,1.34888,5.44382
2.08486,13.5853,2.12975,2.12975,2.09622,13.2849,13.5853
0.618506,1.79766,"NA","NA","NA",1.79766,"NA"
0.93418,3.29489,1.04133,2.54887,1.03363,0.794803,0.922923
1.50804,5.04195,1.59083,3.59758,2.43043,1.57225,1.57225
2.29281,10.4125,3.03342,7.95553,3.02421,1.5144,2.52948
2.51403,7.88234,"NA","NA","NA",7.88234,"NA"
1.58255,16.7934,1.4131,1.4131,1.58638,16.7934,"NA"
4.43168,13.5561,"NA","NA","NA",13.5561,"NA"
0.837484,4.93528,1.4031,3.25101,2.48762,0.788551,2.14662
1.27376,4.48959,1.0442,2.00174,2.27312,1.33039,1.33039
2.86442,5.90617,"NA","NA","NA",5.90617,"NA"
0.526786,2.01263,0.604686,1.45942,0.832647,0.549558,0.549558
0.416591,1.93078,0.693801,1.52967,0.433184,0.314359,0.803692
0.0674117,3.43353,0.956994,2.72504,0.0743134,0.0683316,0.0683316
1.74391,26.7124,1.77245,1.77245,1.75241,26.7124,"NA"
1.97318,4.03905,1.90381,3.28246,3.01779,2.18371,1.91665
0.461982,0.808878,"NA","NA","NA",0.808878,"NA"
0.094469,0.094469,"NA","NA","NA",0.094469,"NA"
0.665504,4.36192,0.709467,2.01238,0.781066,0.697754,0.697754
0.110119,0.120624,"NA","NA","NA",0.120624,"NA"
0.736185,6.16678,1.03168,3.37035,0.874899,0.789457,1.50196
4.65315,12.3175,3.28292,7.23274,6.70078,6.64676,6.64676
0.103622,0.103622,"NA","NA","NA",0.103622,"NA"
5.11069,13.9665,5.75697,11.8925,5.84324,5.05467,4.95395
4.8106,13.9818,"NA","NA","NA",13.9818,"NA"
0.170636,0.428775,0.0917642,0.0917642,0.174603,0.370387,0.406752
3.69178,4.83837,"NA","NA","NA",4.83837,"NA"
0.42129,0.388046,0.154904,0.222053,0.419707,0.614202,0.614202
4.9589,14.9735,"NA","NA","NA",14.9735,"NA"
0.349491,1.56634,0.438999,1.08387,0.54834,0.365351,0.365351
0.399418,1.7901,0.501713,1.23871,0.626674,0.417544,0.417544
4.69317,21.0337,5.89513,14.5548,7.36343,4.90614,4.90614
1.1435,1.05327,0.420453,0.602714,1.13921,1.66712,1.66712
0.00318435,0.00318435,"NA","NA","NA",0.00318435,"NA"
0.578255,4.70491,0.747646,2.19155,0.690272,0.605912,0.605912
0.313975,0.583162,0.238114,0.440671,0.399433,0.328407,0.328407
2.03669,26.2133,1.83711,1.83711,2.04188,26.2133,"NA"
0.59357,20.0725,0.529942,0.70419,0.60127,5.93423,20.0725
1.01378,6.3003,0.908008,0.908008,1.01655,6.3003,"NA"
1.10995,1.82934,"NA","NA","NA",1.82934,"NA"
7.25595,10.5202,"NA","NA","NA",10.5202,"NA"
0.167046,0.250835,"NA","NA","NA",0.250835,"NA"
0.455196,3.79461,0.744291,3.79461,0.481855,0.432423,0.522357
0.412038,1.94087,0.765047,1.69212,0.573242,0.291297,0.883928
0.249999,9.34736,0.232644,0.232644,0.251202,9.34736,"NA"
2.39342,10.3509,2.86684,3.03532,2.43748,6.3147,10.3509
3.05205,2.52927,1.36723,1.82483,3.94395,2.62534,2.62534
0.282889,11.526,0.315015,0.321799,0.293401,11.526,"NA"
1.51242,10.8757,2.31983,10.7353,1.57936,1.93015,0.632597
6.46758,30.9519,8.95928,23.8277,7.54184,4.16971,7.23039
7.61769,27.6058,14.6201,26.3758,7.91765,3.70827,7.54689
0.697439,2.54117,0.918105,1.94416,0.98471,0.623609,0.680502
0.270879,0.767733,"NA","NA","NA",0.767733,"NA"
3.62798,5.26009,"NA","NA","NA",5.26009,"NA"
2.63224,10.2382,4.28897,9.39042,2.75298,2.19399,2.53467
0.866817,1.9485,0.414817,0.79188,1.29828,0.974752,0.761305
2.02456,1.37486,0.369717,0.690999,1.78453,1.46631,1.00962
1.55344,11.2339,2.021,2.38488,1.59272,4.587,9.03388
0.232525,0.338143,"NA","NA","NA",0.338143,"NA"
1.56153,4.46815,1.78491,3.7665,1.77674,1.54227,1.51305
1.24728,6.58424,1.64461,4.79349,1.57544,1.30632,1.30632
0.217319,1.48423,0.193171,0.193171,0.219965,1.48423,"NA"
2.90017,19.9687,2.65025,2.65025,2.90214,19.9687,"NA"
1.19573,2.32649,0.828376,1.61614,1.79091,1.24427,1.24427
0.317149,0.378875,"NA","NA","NA",0.378875,"NA"
0.453142,0.781473,0.249379,0.363082,0.581508,0.471795,0.471795
3.15121,33.6561,3.87659,5.03067,3.16689,27.3209,30.5646
8.18194,14.4841,"NA","NA","NA",14.4841,"NA"
0.403988,6.95108,0.747389,1.8084,0.426595,0.389911,5.45921
1.9115,10.4594,2.56161,7.65076,2.27254,2.00351,2.00351
3.12743,12.3683,"NA","NA","NA",12.3683,"NA"
0.562181,2.75411,0.853432,2.24056,0.632242,0.419944,0.546695
0.799577,2.55055,0.842515,1.90927,0.923231,0.83403,0.83403
0.194495,0.194495,"NA","NA","NA",0.158506,0.194495
1.47142,12.1606,2.4844,8.36955,1.85905,1.54256,2.70176
1.43925,13.4898,"NA","NA","NA",13.4898,"NA"
0.93495,3.27547,0.86213,0.86213,0.935738,3.27547,"NA"
0.818932,7.86011,0.899832,1.70319,0.867992,1.36493,2.63918
0.432949,1.09325,0.403458,0.403458,0.433158,1.09325,"NA"
0.177449,1.35195,0.267614,1.32239,0.224081,0.111992,0.252439
1.00692,1.11625,1.10289,1.11708,1.02047,0.970352,1.11625
1.95904,9.32185,2.9858,7.74926,2.21819,1.49408,1.90251
4.12745,7.31583,4.68977,4.79781,4.15173,6.44673,7.31583
2.36516,5.84,2.05566,4.17322,3.70438,2.46955,2.46955
1.88243,6.90207,2.47591,2.92603,1.90366,4.62326,6.13657
7.37058,17.0673,"NA","NA","NA",14.9028,17.0673
1.12006,3.65201,1.07294,1.07294,1.12578,2.95583,3.65201
1.68875,6.93551,4.3916,6.78725,1.71031,1.14314,1.671
8.30292,14.8025,8.45958,8.45958,8.31503,11.0265,14.8025
0.0295022,0.0352442,"NA","NA","NA",0.0352442,"NA"
5.12802,8.25088,"NA","NA","NA",7.85801,8.25088
11.4826,20.6693,"NA","NA","NA",20.6693,"NA"
5.62897,7.63597,"NA","NA","NA",7.63597,"NA"
0.916315,11.3873,0.302419,0.45653,0.943991,0.784015,0.78525
1.87723,2.44583,"NA","NA","NA",2.44583,"NA"
1.08439,5.09796,1.06681,1.0888,1.09689,3.48454,5.09796
3.04389,88.0023,7.18792,61.7345,4.71207,3.17305,10.6753
0.472965,6.49212,0.548221,0.615602,0.475567,4.76328,6.49212
3.3144,71.7671,4.90221,5.52063,3.37413,61.5472,71.7671
0.617274,3.33938,0.60366,0.60366,0.617946,3.33938,"NA"
