"BAU","SA","EXT10","EXT30","GTR30","NTSR","NTLR"
4598.53,0.,4857.44,3975.61,4585.99,4588.12,4586.02
4332.22,0.,"NA","NA","NA",4346.44,"NA"
1919.77,0.,"NA","NA","NA",1981.49,"NA"
11098.6,0.,10851.8,9023.58,11069.1,10680.,11049.7
831.6,0.,"NA","NA","NA",675.38,"NA"
8504.95,0.,8622.21,7471.65,8329.86,7965.,8462.55
207.9,0.,"NA","NA","NA",168.845,"NA"
12652.1,0.,12044.4,9726.74,12100.8,12837.3,12533.
2499.67,0.,"NA","NA","NA",2581.11,"NA"
10598.4,0.,10065.,7998.36,10577.6,10300.2,10577.6
14628.4,0.,12193.1,8689.21,13350.1,14688.4,14688.4
13159.4,0.,12696.1,9870.19,12754.4,13122.6,13195.6
5898.95,0.,5256.36,3434.64,5893.6,5721.55,5740.98
7687.6,0.,7410.41,5369.76,7662.81,7914.64,7670.03
3501.05,0.,3657.86,2633.97,3534.53,3604.24,3589.3
4265.36,0.,4297.79,3255.58,4282.53,3768.17,3352.3
24741.8,0.,24400.4,21815.3,24678.4,24731.4,25225.
1919.76,0.,"NA","NA","NA",2169.04,2233.41
36825.,0.,35423.8,30173.6,36344.6,37095.3,36462.
44898.9,0.,45980.5,36274.4,45407.9,44960.5,38434.2
4868.38,0.,"NA","NA","NA",4795.35,"NA"
10908.3,0.,"NA","NA","NA",9033.35,"NA"
1030.78,0.,"NA","NA","NA",1028.88,"NA"
4715.64,0.,"NA","NA","NA",3816.44,3802.86
1142.77,0.,1142.77,1142.77,1142.77,979.909,903.967
1537.54,0.,1581.59,1466.24,1521.45,1396.18,1528.59
4862.05,0.,4941.27,3337.,4874.61,4730.4,4766.43
7770.59,0.,7823.63,6192.24,7801.25,8443.45,7676.52
11772.3,0.,10788.1,8690.57,11423.7,11578.9,11590.6
1825.22,0.,"NA","NA","NA",1817.35,"NA"
2677.11,0.,2758.64,2186.87,2679.58,2435.39,"NA"
11999.1,0.,11999.1,11999.1,11999.1,10289.,9491.66
3075.94,0.,3091.7,2557.68,3066.14,3117.7,2974.82
12778.2,0.,12970.4,10204.9,12784.5,12829.5,11866.
2650.62,0.,"NA","NA","NA",2495.76,"NA"
11502.4,0.,11351.5,10582.1,11462.6,11196.7,11293.3
45337.1,0.,45135.5,34373.3,45405.5,45186.3,45265.8
8416.56,0.,"NA","NA","NA",6641.36,"NA"
7276.35,0.,6879.14,6344.77,7292.58,6848.56,5906.92
11802.7,0.,10248.9,7385.33,11771.,11514.,11823.5
1806.77,0.,"NA","NA","NA",1499.42,1533.71
9988.06,0.,10277.3,8112.89,10009.1,8755.66,7939.71
16672.3,0.,17014.2,12743.4,16862.7,16804.4,16756.5
1218.68,0.,1227.94,930.165,1223.58,1076.62,957.8
18981.4,0.,17413.8,13056.5,18850.5,19121.4,18898.7
18232.1,0.,17592.7,14512.4,17797.4,18300.4,17995.9
13616.3,0.,13759.9,8767.2,13655.8,13851.7,13620.4
7581.66,0.,6545.64,4925.52,7387.8,8403.16,6109.76
8283.62,0.,9122.76,6141.26,8308.65,8217.21,"NA"
3931.76,0.,3926.54,2509.52,3947.78,3766.27,3667.43
12249.6,0.,11269.3,9155.71,11732.8,12250.7,12250.7
1655.51,0.,1618.68,1045.48,1658.04,1684.83,1485.97
6660.63,0.,"NA","NA","NA",6793.53,"NA"
7585.72,0.,6638.45,3726.45,7579.53,8032.22,7585.72
22664.9,0.,20779.2,16972.8,21884.9,22858.7,22488.6
7142.87,0.,7001.45,4677.78,7146.69,7188.69,6721.59
961.538,0.,"NA","NA","NA",780.908,"NA"
7163.8,0.,"NA","NA","NA",7829.81,"NA"
5214.96,0.,4880.89,4010.36,5176.97,5708.13,3119.05
5106.94,0.,4684.31,3294.27,5105.14,4070.86,3951.53
5916.9,0.,"NA","NA","NA",5971.33,"NA"
25887.9,0.,25836.7,21091.3,25535.1,26197.4,25594.
1477.33,0.,"NA","NA","NA",1492.88,"NA"
2759.36,0.,3065.81,3432.85,2816.44,2057.45,2759.34
1757.16,0.,"NA","NA","NA",1827.47,"NA"
10388.9,0.,9731.49,7246.24,10401.6,10314.3,9799.35
2837.05,0.,"NA","NA","NA",2915.62,"NA"
3821.81,0.,3668.3,2500.56,3833.22,2915.7,"NA"
1336.05,0.,"NA","NA","NA",1260.78,"NA"
4300.85,0.,"NA","NA","NA",4414.87,"NA"
7080.18,0.,"NA","NA","NA",6422.46,7195.05
2800.42,0.,"NA","NA","NA",2682.01,"NA"
4330.39,0.,"NA","NA","NA",3603.66,"NA"
7364.25,0.,7953.98,5618.34,7404.16,6556.59,6757.49
13188.4,0.,12226.1,8679.5,13196.,9967.51,"NA"
3068.59,0.,"NA","NA","NA",3199.33,"NA"
10465.1,0.,"NA","NA","NA",8657.72,8670.57
4737.08,0.,5261.69,2972.32,4741.65,4598.86,4737.08
6276.81,0.,"NA","NA","NA",6011.4,"NA"
3776.71,0.,"NA","NA","NA",3269.4,"NA"
3567.26,0.,4040.36,2810.01,3587.84,3492.41,4738.17
4669.4,0.,"NA","NA","NA",3510.38,4363.05
33889.4,0.,31464.4,24419.6,32456.3,34005.8,34005.8
6440.83,0.,5970.86,4238.82,6444.55,4867.85,"NA"
910.301,0.,848.359,598.359,910.988,688.774,"NA"
482.831,0.,"NA","NA","NA",462.416,"NA"
9401.15,0.,9097.79,5857.58,9407.88,9543.84,8189.31
1357.35,0.,"NA","NA","NA",1422.8,"NA"
25071.6,0.,23229.,19771.6,24019.5,25018.6,24617.6
9406.29,0.,10123.7,9040.22,9303.28,9280.56,9799.26
1230.67,0.,"NA","NA","NA",1241.3,"NA"
3330.89,0.,3699.73,2514.47,3340.89,3348.99,"NA"
4711.5,0.,"NA","NA","NA",4453.91,"NA"
14216.,0.,12483.3,8039.05,14214.3,13085.4,12779.9
904.778,0.,964.627,897.49,908.503,806.557,760.06
4798.21,0.,"NA","NA","NA",4168.55,"NA"
2108.58,0.,"NA","NA","NA",1980.45,"NA"
6731.56,0.,"NA","NA","NA",6565.84,"NA"
7508.29,0.,"NA","NA","NA",5758.77,"NA"
3402.29,0.,"NA","NA","NA",2968.19,"NA"
5279.3,0.,"NA","NA","NA",5305.58,"NA"
2243.7,0.,"NA","NA","NA",2254.87,"NA"
1319.83,0.,"NA","NA","NA",1326.39,"NA"
4686.53,0.,4767.35,3875.28,4665.84,4320.45,4613.42
9257.09,0.,"NA","NA","NA",8372.69,"NA"
8177.69,0.,7633.76,6202.83,8170.66,8814.24,6922.57
1965.39,0.,"NA","NA","NA",1902.66,"NA"
2473.98,0.,2345.45,1527.4,2473.44,2531.46,2405.67
1928.81,0.,"NA","NA","NA",1831.19,"NA"
3527.49,0.,"NA","NA","NA",2785.69,"NA"
14734.1,0.,13433.7,10302.,14207.7,14709.2,14214.6
2734.97,0.,2794.6,2421.35,2748.78,2493.48,2253.25
13273.1,0.,12445.,9975.2,12936.5,13403.6,12965.8
1763.74,0.,"NA","NA","NA",1392.84,"NA"
1322.02,0.,"NA","NA","NA",1187.37,"NA"
11066.8,0.,10785.3,9788.78,10907.2,11277.4,7478.8
18409.,0.,17385.3,14273.6,18368.8,17962.6,18353.8
3706.85,0.,3637.25,3186.4,3676.28,3483.37,3466.16
13865.6,0.,12967.1,11396.2,13538.7,14131.3,8525.53
26449.9,0.,24613.7,21025.8,25526.7,26247.1,25235.9
400.637,0.,358.757,358.757,400.71,280.337,250.048
267.091,0.,239.171,239.171,267.14,186.891,166.699
4385.3,0.,"NA","NA","NA",4338.64,"NA"
13145.7,0.,12148.8,8508.09,13162.6,9684.89,"NA"
2972.15,0.,"NA","NA","NA",2473.57,"NA"
3669.52,0.,"NA","NA","NA",3514.36,"NA"
11508.7,0.,11099.5,8553.89,11560.6,7676.92,7421.61
7531.06,0.,7309.78,5245.18,7270.68,7291.82,6902.85
7323.21,0.,7266.18,6402.11,7270.53,6157.53,7239.37
1165.,0.,1181.01,851.353,1166.58,1292.06,"NA"
4199.92,0.,3949.61,2568.39,4200.94,4284.75,4291.16
379.039,0.,340.113,98.0444,370.116,693.413,389.833
194.188,0.,"NA","NA","NA",194.188,"NA"
1101.68,0.,"NA","NA","NA",989.472,"NA"
915.129,0.,860.792,634.134,916.766,724.547,"NA"
610.086,0.,573.861,422.756,611.178,483.031,"NA"
1897.98,0.,1701.89,1291.5,1850.92,1919.27,1854.51
22775.7,0.,20422.6,15498.,22211.,23031.2,22254.1
9242.57,0.,9820.24,8137.23,9206.23,7712.12,8470.34
12511.7,0.,11920.3,10087.6,11951.8,12484.4,12417.5
9939.02,0.,9935.5,8667.78,9869.1,10000.1,9669.89
12536.5,0.,12508.2,8844.89,12539.1,9742.16,9343.58
1983.03,0.,"NA","NA","NA",1781.05,"NA"
10623.7,0.,10070.,8165.62,10387.5,10297.,10482.2
25801.3,0.,22127.,16482.1,24599.5,25782.,25782.
25844.4,0.,23161.4,17110.6,25318.9,27443.9,25078.9
2687.99,0.,"NA","NA","NA",2147.33,"NA"
5795.82,0.,5451.68,4016.18,5806.19,4588.8,"NA"
4264.73,0.,"NA","NA","NA",4563.6,"NA"
20636.4,0.,21856.3,17722.3,20842.9,20466.3,20038.8
22401.2,0.,19782.1,15013.1,21307.,22474.9,22474.9
3971.57,0.,"NA","NA","NA",5027.25,"NA"
8706.19,0.,7784.21,5930.72,8370.29,8699.09,8699.09
3368.13,0.,3334.21,2678.96,3361.3,3179.68,3312.08
7576.95,0.,6075.96,4067.51,7298.12,7571.75,7571.75
15672.6,0.,13889.7,9143.79,15675.5,11833.,"NA"
21204.5,0.,20591.1,16537.9,20204.3,21026.7,20999.2
904.425,0.,"NA","NA","NA",875.88,"NA"
12032.6,0.,"NA","NA","NA",12561.3,"NA"
11256.1,0.,10398.8,8533.57,11000.3,11239.7,11239.7
371.702,0.,"NA","NA","NA",377.925,"NA"
13271.2,0.,12696.5,10359.4,13054.7,13245.2,12405.8
52885.5,0.,44597.7,32535.7,50157.9,53202.4,53202.4
13293.7,0.,"NA","NA","NA",13879.6,"NA"
69253.4,0.,65465.7,51453.6,67547.5,69930.9,68858.9
15423.6,0.,"NA","NA","NA",13852.6,"NA"
1566.62,0.,1594.36,1594.36,1561.78,1651.16,1034.19
7215.59,0.,"NA","NA","NA",6794.,"NA"
3092.66,0.,2668.76,2240.62,3076.19,3122.05,3122.05
8374.32,0.,"NA","NA","NA",6648.62,"NA"
5448.36,0.,4989.12,3796.25,5240.24,5439.95,5439.95
6226.7,0.,5701.85,4338.57,5988.85,6217.08,6217.08
73163.7,0.,66996.8,50978.2,70369.,73050.7,73050.7
8394.37,0.,7243.79,6081.67,8349.66,8474.14,8474.14
405.593,0.,"NA","NA","NA",423.414,"NA"
15540.,0.,13023.1,9061.79,15041.9,15527.1,15527.1
5238.44,0.,4634.18,3544.14,4948.48,5237.72,5237.72
5567.83,0.,5298.19,3925.86,5571.87,4516.42,"NA"
4217.59,0.,4137.89,3707.4,4209.23,4297.88,2909.39
5111.27,0.,4908.26,3491.88,5106.74,4573.41,"NA"
3201.71,0.,"NA","NA","NA",3388.22,"NA"
1738.19,0.,"NA","NA","NA",1664.7,"NA"
1620.44,0.,"NA","NA","NA",1549.16,"NA"
2922.68,0.,2872.48,2323.34,2931.91,2964.68,2915.29
4113.73,0.,4104.55,3329.04,4089.39,3858.86,4084.04
2151.11,0.,1975.06,1369.97,2152.43,1407.61,"NA"
2704.71,0.,2788.79,2164.37,2747.,2671.56,2834.37
21940.,0.,19188.1,15175.3,20945.8,21810.5,21810.5
2151.84,0.,2112.07,1677.66,2155.51,1582.52,"NA"
4212.98,0.,4087.26,3429.07,4220.13,4078.69,4249.25
69242.8,0.,61818.8,46560.6,67802.4,73314.3,67542.9
38704.3,0.,33980.9,24181.5,38372.7,42302.4,38621.1
6103.8,0.,5767.16,4421.4,5856.26,6260.15,6043.75
564.184,0.,"NA","NA","NA",539.707,"NA"
869.096,0.,"NA","NA","NA",832.348,"NA"
30008.7,0.,27442.2,21248.1,29470.4,30838.6,29707.1
10289.6,0.,9829.06,7723.51,9602.52,10310.6,10417.8
5222.03,0.,4784.36,3738.76,4983.53,5441.59,5261.05
5905.45,0.,5907.09,4827.42,5891.83,5693.78,5362.91
2221.,0.,"NA","NA","NA",2109.89,"NA"
19785.4,0.,18388.7,15271.5,19360.7,20146.,19665.4
23729.7,0.,21427.3,16961.,23014.5,23724.9,23724.9
1479.45,0.,1518.5,1099.22,1481.21,1242.36,"NA"
3478.47,0.,3261.26,2233.05,3483.71,2957.33,"NA"
25803.1,0.,23393.7,18228.4,24841.5,25875.4,25875.4
5517.73,0.,"NA","NA","NA",5555.9,"NA"
8506.26,0.,7819.83,6200.09,8122.29,8539.66,8539.66
28250.5,0.,28194.,27274.7,28218.2,27610.3,26587.6
3060.01,0.,"NA","NA","NA",2911.56,"NA"
7070.04,0.,7227.76,6533.09,6855.19,6697.36,6466.01
46110.7,0.,40835.1,29613.3,44749.8,46068.3,46068.3
3467.11,0.,"NA","NA","NA",4045.37,"NA"
7858.41,0.,6983.16,5358.34,7687.81,7810.81,7825.76
11996.6,0.,10842.1,8316.56,11568.9,11981.9,11981.9
254.83,0.,"NA","NA","NA",227.425,254.83
27458.,0.,25944.8,20466.3,26730.1,27449.5,26413.7
899.505,0.,"NA","NA","NA",735.986,"NA"
1548.54,0.,1464.82,1016.04,1549.3,1527.17,"NA"
6462.77,0.,6155.87,5617.79,6363.18,6499.7,6106.69
687.394,0.,652.27,441.401,688.684,680.469,"NA"
2752.86,0.,2827.14,2452.34,2741.47,2298.33,2800.32
2416.71,0.,2235.18,1374.83,2392.4,2242.56,2244.95
28078.4,0.,25180.4,18934.4,27393.,29261.8,27962.
9247.14,0.,9994.91,7318.82,9262.06,9817.36,10286.
30138.3,0.,27779.2,22607.8,28440.8,30102.,30102.
7359.41,0.,7430.69,6118.3,7350.46,7198.16,7141.19
3181.46,0.,"NA","NA","NA",2730.26,2656.95
4135.37,0.,4435.56,2976.16,4143.56,4218.,4169.97
7917.06,0.,6801.76,4843.06,7850.96,8067.43,7895.05
6521.71,0.,6693.64,4926.15,6529.32,6221.41,6201.79
513.278,0.,"NA","NA","NA",516.828,"NA"
2386.89,0.,"NA","NA","NA",2121.72,2306.64
3063.35,0.,"NA","NA","NA",2810.6,"NA"
6897.63,0.,"NA","NA","NA",7265.64,"NA"
6249.68,0.,6638.63,6754.01,6252.52,7140.01,7453.39
2441.18,0.,"NA","NA","NA",2465.99,"NA"
5006.81,0.,5266.27,3925.71,5018.64,5163.46,4874.49
49154.,0.,45837.8,35487.6,47569.1,49336.9,45105.
6126.42,0.,6164.15,4788.74,6183.89,5811.79,4859.76
17282.5,0.,17378.4,13515.5,17334.2,15624.4,13866.5
1419.81,0.,1351.21,910.613,1422.72,1347.52,"NA"
18453.7,0.,15763.,11325.7,17716.8,18503.8,18503.8
1475.72,0.,1509.48,1280.04,1476.07,1513.28,1466.87
1192.53,0.,1096.12,820.528,1182.31,1209.2,1173.03
3433.47,0.,"NA","NA","NA",3519.89,"NA"
4632.35,0.,"NA","NA","NA",3392.17,"NA"
4036.65,0.,4441.66,3130.19,4055.64,3516.29,3721.2
8736.63,0.,8657.73,6199.62,8770.56,9057.17,7693.41
5341.59,0.,5047.01,3768.66,5339.49,5267.4,3968.67
1043.88,0.,"NA","NA","NA",1065.06,"NA"
7411.89,0.,6767.51,4683.05,7398.06,8157.63,7412.48
26024.3,0.,22398.9,17549.5,24746.4,26024.,26024.
1579.12,0.,1600.72,1378.28,1581.4,1233.67,1170.8
2702.79,0.,2392.74,1439.08,2703.61,2987.42,2530.5
2610.37,0.,2519.32,2103.18,2520.91,2991.24,1890.15
1036.74,0.,"NA","NA","NA",704.599,713.783
8401.8,0.,8193.5,6819.58,8448.1,6573.45,5397.25
579.398,0.,"NA","NA","NA",554.899,"NA"
531.529,0.,512.53,438.848,533.689,416.614,261.183
16201.2,0.,16028.5,13442.8,16065.9,16519.5,16452.4
1192.31,0.,"NA","NA","NA",897.356,1004.84
22064.2,0.,19539.,14346.4,21835.3,23197.9,21888.3
4927.73,0.,4654.13,3246.21,4944.59,5194.69,3992.14
9592.18,0.,9811.6,8320.23,9594.46,9836.34,9534.62
5422.28,0.,5536.28,4256.23,5433.72,4885.6,4689.88
6070.13,0.,5704.85,3805.7,6096.06,5568.97,"NA"
3741.58,0.,3612.13,3208.59,3735.92,3230.54,1827.44
8934.63,0.,9003.47,6972.95,8938.63,8350.67,6979.42
5177.87,0.,4666.42,3573.15,5111.41,5194.11,5155.48
772.53,0.,"NA","NA","NA",739.865,"NA"
2368.38,0.,2169.36,1832.99,2324.05,2357.85,2339.17
21434.8,0.,20626.8,16834.,21424.4,21413.1,20229.6
8229.59,0.,7488.27,5354.02,8103.08,7936.19,8163.98
39244.1,0.,35476.3,29177.4,37537.2,39242.5,39242.5
