"BAU","SA","EXT10","EXT30","GTR30","NTSR","NTLR"
0.0119204,0.185568,0.0453651,0.0728472,0.0589217,0.187433,0.187433
0.316866,0.730123,0.822621,0.607295,1.30017,1.0868,1.0868
0.148097,0.739739,0.296153,0.562894,0.400903,0.188576,0.188576
0.0636466,0.27775,0.0654191,0.112095,0.0663097,0.119688,0.119688
0.137322,0.411235,0.220569,0.411236,0.125394,0.181736,0.411235
0.544124,0.0205935,0.288437,0.0109958,0.26341,0.687172,0.687172
0.310178,0.481836,0.310178,0.310178,0.310178,0.344939,0.481836
0.579557,0.0209114,0.317892,0.0113693,0.300916,0.730121,0.730121
1.22293,1.89784,"NA","NA","NA",1.89784,"NA"
0.329228,0.579653,"NA","NA","NA",0.579653,"NA"
0.0310474,0.0628273,"NA","NA","NA",0.0628273,"NA"
0.273867,1.25252,0.705051,1.00865,0.916325,0.79171,0.79171
1.46766,2.67133,"NA","NA","NA",2.67133,"NA"
0.19855,0.305645,0.19854,0.19854,0.201157,0.169366,0.202381
0.340921,0.6875,0.501621,0.501621,0.351877,0.537617,0.537617
0.0584421,0.333916,0.356942,0.356942,0.0632723,0.326517,0.326517
0.027079,0.167402,0.153714,0.151746,0.0283805,0.145566,0.145566
0.203821,0.015056,0.144576,0.00563568,0.240095,0.227081,0.227081
0.197924,1.7084,1.07434,1.07434,0.22181,1.02465,1.06887
1.34569,1.21898,1.28001,0.878354,1.58498,1.45644,1.45644
0.0360745,1.33232,0.0534052,0.0744975,0.0360745,0.934588,1.33232
0.0533137,0.0880094,"NA","NA","NA",0.0880094,"NA"
0.00955766,0.293646,0.0111616,0.0111616,0.00955766,0.293646,"NA"
0.0426763,0.00285113,0.023002,0.00222307,0.02684,0.0647052,0.0460905
0.586082,0.757859,0.557896,0.557896,0.586082,0.726178,0.757859
0.124457,1.09576,0.404801,0.701708,0.794612,0.64725,0.64725
0.213636,1.67958,1.14503,1.14503,0.225357,1.16369,1.16369
1.17653,0.363195,0.863596,0.195385,1.42881,1.29832,1.29832
0.0950179,0.636875,0.559179,0.559179,0.0983805,0.508753,0.508753
0.209723,0.747123,0.374423,0.55527,0.209723,0.446432,0.674784
0.680952,0.505638,0.612934,0.456715,0.955984,0.71161,0.71161
0.734495,1.03343,0.911184,0.911184,0.734495,1.03343,"NA"
1.02717,0.226212,0.763298,0.156671,1.28721,1.12771,1.12771
0.102362,0.534806,0.142195,0.205628,0.102362,0.1526,0.534806
0.790805,1.93849,1.17396,1.17396,0.808869,0.833222,0.833222
0.762277,0.127442,0.500163,0.107058,1.14519,0.818688,0.818688
0.602813,0.852581,0.682348,0.72015,0.602813,0.638137,0.852581
1.20447,0.361752,0.910265,0.224497,1.44978,1.32416,1.32416
0.56703,0.619571,0.605663,0.605663,0.56703,0.598479,0.619571
0.263068,1.25835,0.733222,1.10489,0.286471,0.936621,0.936621
0.846082,1.04079,0.784244,0.828227,1.16023,0.904242,0.904242
0.335421,0.532489,0.383293,0.532489,0.364514,0.355148,0.372277
0.481721,0.283548,0.39977,0.146803,0.586638,0.523357,0.523357
0.172197,1.,0.506009,0.693693,0.660516,0.507428,0.507428
0.149044,0.417822,0.232087,0.346611,0.148779,0.151954,0.417822
0.233767,1.20605,0.712295,0.556187,1.4947,1.20837,1.20837
0.115274,0.233302,0.150776,0.150776,0.119827,0.115965,0.126923
0.198133,0.729903,0.685277,0.201598,1.63075,1.3245,1.3245
0.513418,0.15684,0.36423,0.130896,0.748611,0.547101,0.547101
0.124888,0.0280041,0.0818518,0.021317,0.181898,0.133943,0.133943
0.455091,0.0242037,0.328388,0.0173235,0.563023,0.503924,0.503924
0.764299,0.786112,"NA","NA","NA",0.786112,"NA"
0.312221,0.0700101,0.204629,0.0532924,0.454744,0.334858,0.334858
0.259929,0.603448,0.413667,0.413667,0.259698,0.238761,0.246785
0.384202,0.0206922,0.277743,0.0146878,0.469544,0.424791,0.424791
1.14403,1.5241,"NA","NA","NA",1.5241,"NA"
0.0355997,0.108618,0.0299298,0.0707691,0.0380073,0.0688168,0.0378946
1.07438,2.84458,1.25933,2.21641,1.15581,1.41394,1.70154
0.811218,0.818075,"NA","NA","NA",0.549208,0.818075
0.317397,0.811739,0.442993,0.442993,0.320986,0.334872,0.334872
0.5188,1.23679,0.856309,0.856309,0.563076,0.814216,0.834509
0.0223345,0.0348919,0.0281488,0.0337607,0.0223345,0.0226979,0.028799
0.604953,2.48638,1.52553,1.52553,0.619906,1.36362,1.36362
0.699957,1.46769,0.848227,1.2549,0.707952,0.741657,1.06064
0.825138,1.49815,0.718887,1.17662,0.82604,0.961799,0.770856
0.110342,0.172986,0.120521,0.120521,0.110342,0.172986,"NA"
1.43063,0.714998,1.30338,0.655335,1.72705,1.54466,1.54466
1.28506,3.53361,1.58033,2.2427,2.20116,1.5257,1.5257
1.0068,1.1175,1.03963,0.896339,1.20481,1.07739,1.07739
1.1167,1.63694,1.2356,1.43213,1.15145,1.16226,1.16226
0.583378,0.683429,"NA","NA","NA",0.683429,"NA"
0.772143,2.30061,0.977694,1.43619,1.29092,0.946666,0.946666
0.0128295,0.119325,"NA","NA","NA",0.119325,"NA"
0.0167275,0.332588,"NA","NA","NA",0.332588,"NA"
0.385148,0.0304253,0.224791,0.0227182,0.239178,0.583914,0.417629
0.521569,0.0985445,0.394532,0.0559261,0.653796,0.579052,0.579052
0.71222,1.3882,0.921331,0.921331,0.71222,1.10634,1.3882
0.843554,1.17955,"NA","NA","NA",0.947057,1.17955
0.00903986,0.0206695,"NA","NA","NA",0.0206695,"NA"
0.658641,1.0625,0.542498,0.688176,0.624771,0.670015,0.521897
0.513541,0.921474,0.455629,0.673856,0.47511,0.587449,0.75766
1.35354,1.70711,1.45024,1.45024,1.35354,1.70711,"NA"
0.0227311,0.185696,0.0198142,0.0263283,0.0344962,0.306162,0.145197
0.240159,0.50384,0.324295,0.50384,0.240159,0.2931,0.240159
0.0755567,0.652059,"NA","NA","NA",0.436149,0.652059
0.272354,0.0495966,"NA","NA","NA",0.0495966,"NA"
0.548703,0.603178,"NA","NA","NA",0.603178,"NA"
0.00403487,0.0105245,"NA","NA","NA",0.0105245,"NA"
0.026632,0.18615,"NA","NA","NA",0.18615,"NA"
0.917379,0.918443,"NA","NA","NA",0.918443,"NA"
0.1542,0.249243,0.005294,0.0928286,0.205488,0.39627,0.150503
0.269458,0.282254,"NA","NA","NA",0.282254,"NA"
2.25825,4.66823,2.94916,3.30956,2.25825,3.52261,4.66823
0.90743,1.10447,0.976471,1.10447,0.886568,0.749934,0.897472
0.118855,0.245697,0.155219,0.174187,0.118855,0.1854,0.245697
0.0379199,0.0795537,0.0512045,0.0795537,0.0379199,0.0462789,0.0379199
0.168825,0.428968,0.121372,0.202838,0.355142,0.291145,0.219463
0.860869,0.918478,"NA","NA","NA",0.918478,"NA"
0.430266,0.641824,0.475872,0.562343,0.465471,0.503873,0.437037
0.710718,1.1875,0.60753,0.899602,0.716329,0.767773,0.998791
0.282201,5.59946,0.343099,2.32995,0.294683,0.623165,0.742064
0.0180737,0.0281162,"NA","NA","NA",0.0281162,"NA"
0.741565,0.79147,"NA","NA","NA",0.79147,"NA"
0.192323,1.1875,0.550066,0.769504,0.641535,0.594722,0.594722
0.0224697,0.471689,0.0245709,0.0245709,0.0224697,0.471689,"NA"
0.0510794,0.25,0.110696,0.185497,0.131043,0.061416,0.061416
0.353953,0.450703,"NA","NA","NA",0.450703,"NA"
0.692758,1.17801,0.867971,1.13583,0.788202,0.581071,0.706652
0.592054,0.665058,0.665058,0.665058,0.592054,0.532094,0.592054
0.00589219,0.0122741,0.00386262,0.00894874,0.00165924,0.00694947,0.00600151
1.5141,2.37916,1.7547,1.7547,1.5141,1.83728,2.37916
0.299776,0.408838,0.383906,0.420258,0.299776,0.246631,0.408838
0.00183409,0.00183409,"NA","NA","NA",0.000818636,0.00183409
0.309,0.485543,0.358101,0.358101,0.309,0.374955,0.485543
0.00998095,0.0122249,"NA","NA","NA",0.0122249,"NA"
0.106257,0.180108,0.128244,0.17885,0.110742,0.119409,0.130767
0.0130533,0.0203061,"NA","NA","NA",0.0203061,"NA"
0.456614,1.03174,0.506818,0.906704,0.455907,0.460988,0.970173
0.201941,1.1133,0.448551,0.781599,0.542082,0.24842,0.24842
0.101929,0.216259,0.0615275,0.10785,0.108862,0.232766,0.232766
0.716792,0.0956171,0.920108,0.920108,0.716792,0.0956171,"NA"
0.149888,0.204419,0.191953,0.210129,0.149888,0.123315,0.204419
0.381673,0.386375,0.384377,0.385692,0.381673,0.381866,0.386375
0.246912,0.816978,0.366488,0.438634,0.246912,0.307456,0.714712
0.339445,0.740172,0.454982,0.629921,0.443184,0.249661,0.374839
0.00688802,0.0183858,0.00878947,0.00878947,0.00688802,0.0124886,0.0183858
0.0680173,0.662072,0.317497,0.662072,0.0680173,0.0941933,0.0680173
0.707907,0.901405,"NA","NA","NA",0.901405,"NA"
0.163036,0.559433,0.0133428,0.0187088,0.136081,0.148905,0.354888
0.920762,2.0266,1.03054,1.21796,0.920762,1.14028,1.80496
0.116425,0.135246,0.0940815,0.123306,0.117449,0.11445,0.115558
0.719614,1.4575,0.721039,0.721039,0.719614,1.32094,1.4575
0.0604202,0.0329278,0.0110923,0.0193431,0.0596955,0.137397,0.137397
0.79974,1.14757,0.969472,1.0418,0.79974,0.859226,1.06117
0.674639,0.738387,"NA","NA","NA",0.738387,"NA"
0.37656,1.39327,0.625157,1.10522,0.389113,0.785204,1.00783
0.512519,0.0807326,0.51216,0.51216,0.512519,0.0168156,0.0807326
0.00496575,0.00674207,0.00626318,0.00626318,0.00496575,0.00529788,0.00674207
1.56489,1.95116,1.95116,1.95116,1.56489,1.1142,1.56489
0.290943,0.218127,0.291908,0.291908,0.290943,0.214763,0.218127
0.0599985,0.940079,0.328563,0.940079,0.0599985,0.601942,0.0599985
0.0317663,0.184633,"NA","NA","NA",0.184633,"NA"
0.560702,0.796781,0.704095,0.796781,0.584999,0.486235,0.569295
0.018216,0.0302627,"NA","NA","NA",0.0302627,"NA"
0.00644864,0.0090721,"NA","NA","NA",0.0090721,"NA"
0.262477,1.03334,0.462756,1.03334,0.397396,0.197522,0.265054
0.539357,0.686785,"NA","NA","NA",0.686785,"NA"
0.498883,1.23662,0.663338,1.1199,0.606652,0.418224,0.512364
0.134839,0.171696,"NA","NA","NA",0.171696,"NA"
0.514563,1.41667,0.684294,1.0573,0.836349,0.600901,0.599708
0.0257565,0.712247,"NA","NA","NA",0.712247,"NA"
0.869073,1.2563,1.06387,1.2563,0.894075,0.783114,0.879047
0.214385,1.1875,0.569876,0.784734,0.742594,0.606205,0.606205
0.0207349,0.379743,0.0179863,0.0732257,0.0269949,0.225752,0.118416
1.0928,1.20249,1.14793,1.14793,1.0928,1.16972,1.20249
0.948581,1.23665,1.11009,1.23665,0.941571,0.740112,0.953042
0.0209336,0.19185,0.0254241,0.0314397,0.0209336,0.136397,0.19185
0.921508,1.72635,1.04094,1.04094,0.921508,1.60561,1.72635
0.029131,0.19792,0.0355447,0.056302,0.0307814,0.0621785,0.052079
0.369499,0.61162,"NA","NA","NA",0.497887,0.61162
1.00945,3.05897,1.64021,3.05897,1.33197,0.959878,1.13223
0.0709236,1.99795,0.0879105,0.10997,0.0709236,0.700082,1.99795
0.999492,1.31447,"NA","NA","NA",1.31447,"NA"
0.150227,1.72333,"NA","NA","NA",1.72333,"NA"
0.00666597,0.0343346,"NA","NA","NA",0.0343346,"NA"
1.32889,1.90631,"NA","NA","NA",1.67326,1.90631
0.258286,0.359536,0.258286,0.258286,0.258286,0.304005,0.346961
0.120278,0.266208,0.16263,0.248225,0.147397,0.0998477,0.123863
0.272322,0.361089,0.314698,0.314698,0.272322,0.273449,0.361089
0.735887,1.43582,0.991377,1.10084,0.735887,0.942524,1.43582
0.493338,0.0241183,0.247509,0.0198351,0.523911,0.764979,0.419574
0.346571,0.390431,"NA","NA","NA",0.390431,"NA"
0.0474545,0.188212,0.0547969,0.0576348,0.0474545,0.188212,"NA"
2.712,3.77512,2.712,2.712,2.712,3.19205,3.64309
0.0256673,0.180293,0.0206036,0.0265436,0.0411864,0.053867,0.068028
0.806946,1.15861,1.17477,1.46304,0.806946,0.485824,1.15861
0.134258,0.412567,"NA","NA","NA",0.412567,"NA"
0.926501,2.02048,1.58847,2.02048,1.04055,0.730128,0.981021
3.45215,5.31919,4.37732,5.26582,3.45215,3.04228,3.96958
0.0961895,0.94509,"NA","NA","NA",0.94509,"NA"
0.269319,0.554371,0.347411,0.396369,0.313705,0.346871,0.418118
0.76545,1.59418,1.03936,1.55365,0.763846,0.807969,0.719712
0.324535,0.527787,"NA","NA","NA",0.388515,0.527787
0.782547,1.1875,0.97642,1.16202,0.782547,1.08962,1.1875
0.0266172,0.421299,0.0357748,0.0528816,0.0266172,0.0601394,0.167849
0.263288,0.493242,0.297412,0.297412,0.263288,0.458746,0.493242
0.939098,1.66258,1.20354,1.66258,0.864971,0.980204,0.939098
0.396771,1.29897,0.445322,0.849568,0.660392,0.545198,0.383306
1.79843,2.06212,2.00173,2.06212,1.79843,1.49466,1.79843
0.952847,1.92211,1.1803,1.92211,0.957737,0.972719,1.36964
0.517865,1.60817,0.834776,0.834776,0.517865,1.60817,"NA"
0.0311821,0.228124,0.0405479,0.0405479,0.0311821,0.114124,0.228124
0.0511944,0.0480175,0.0509786,0.0191164,0.0369135,0.107777,0.107777
0.0218957,0.042445,0.0225439,0.0225439,0.0218957,0.0043344,0.042445
0.0301807,0.0950841,"NA","NA","NA",0.0950841,"NA"
1.29849,1.46283,1.46283,1.46283,1.29849,0.902904,1.29849
0.537015,1.9114,0.732518,1.30297,0.977176,0.815866,0.677776
0.719148,0.883721,0.812406,0.812406,0.719148,0.709674,0.883721
0.623632,0.794095,"NA","NA","NA",0.794095,"NA"
1.81072,1.99049,"NA","NA","NA",1.99049,"NA"
0.58374,1.2125,0.782448,1.12226,0.570832,0.549945,1.2125
1.18537,1.44704,1.30704,1.30704,1.18537,1.35076,1.44704
1.45371,1.53058,"NA","NA","NA",1.53058,"NA"
1.60595,2.95004,2.08457,2.95004,1.83074,1.50576,1.69093
0.047133,0.117727,"NA","NA","NA",0.117727,"NA"
0.002543,0.00572644,0.00179988,0.00486044,0.00427419,0.219789,0.0860885
0.0232787,0.0301797,"NA","NA","NA",0.0301797,"NA"
1.03275,1.23232,1.16578,1.23035,1.03275,0.982166,1.13221
0.0131806,0.0209601,"NA","NA","NA",0.0209601,"NA"
0.0101835,0.443307,0.0111375,0.0111375,0.0101835,0.443307,"NA"
0.00564361,0.0455589,"NA","NA","NA",0.0455589,"NA"
0.914375,1.15877,"NA","NA","NA",1.15877,"NA"
1.16368,1.17127,"NA","NA","NA",0.974729,1.17127
0.941174,1.31232,"NA","NA","NA",1.31232,"NA"
1.03005,1.92937,"NA","NA","NA",1.92937,"NA"
1.03701,2.16035,1.41583,1.41583,1.03701,1.72602,2.16035
0.72698,1.28204,0.729345,0.729345,0.72698,1.28204,"NA"
0.00685913,0.00857764,"NA","NA","NA",0.00857764,"NA"
0.728319,2.2075,"NA","NA","NA",1.69614,2.2075
0.109172,0.119552,0.119552,0.119552,0.109172,0.0950975,0.109172
2.10953,2.9414,"NA","NA","NA",2.9414,"NA"
0.249849,0.775721,"NA","NA","NA",0.775721,"NA"
0.569579,1.07477,0.8353,0.968379,0.569579,0.396096,1.07477
1.1572,1.73486,"NA","NA","NA",1.27997,1.73486
0.390233,2.375,1.16636,1.61311,1.55455,1.19241,1.19241
0.355037,0.626112,0.356192,0.356192,0.355037,0.626112,"NA"
0.0574314,0.0895273,0.0575881,0.0575881,0.0574314,0.0895273,"NA"
0.162271,0.226261,"NA","NA","NA",0.226261,"NA"
0.490992,0.806457,0.550977,0.550977,0.490992,0.512657,0.806457
0.310268,0.383443,"NA","NA","NA",0.383443,"NA"
0.958735,2.625,1.21698,1.74059,1.5019,1.15516,1.14236
0.29097,1.24686,0.52486,0.876948,0.74458,0.557307,0.718118
0.00693823,0.016837,"NA","NA","NA",0.016837,"NA"
0.468523,0.736401,0.58288,0.58288,0.468523,0.736401,"NA"
0.0341177,0.230222,"NA","NA","NA",0.230222,"NA"
0.949102,2.76387,1.18482,1.18482,0.949102,2.38887,2.76387
0.0997965,0.239588,0.139474,0.215299,0.0997965,0.0805604,0.231402
0.395669,1.09033,"NA","NA","NA",1.09033,"NA"
0.123141,0.353896,"NA","NA","NA",0.353896,"NA"
0.947678,1.13908,"NA","NA","NA",1.13908,"NA"
0.799052,1.82653,"NA","NA","NA",1.82653,"NA"
0.234085,0.810443,"NA","NA","NA",0.810443,"NA"
0.0683218,0.145022,"NA","NA","NA",0.145022,"NA"
0.0290368,0.0616344,"NA","NA","NA",0.0616344,"NA"
0.0170805,0.0362555,"NA","NA","NA",0.0362555,"NA"
0.54072,0.854212,0.680421,0.845483,0.529699,0.421482,0.854212
1.13783,2.031,"NA","NA","NA",2.031,"NA"
0.822412,1.72651,1.17765,1.7264,0.863305,0.842878,1.52465
0.0135239,0.0872779,"NA","NA","NA",0.0872779,"NA"
0.442439,0.488315,0.48005,0.48005,0.442439,0.390529,0.488315
0.0120123,0.0868622,"NA","NA","NA",0.0868622,"NA"
0.949707,1.48756,"NA","NA","NA",1.48756,"NA"
0.503952,1.23977,0.702718,0.949331,0.762906,0.585341,0.625955
0.225185,0.806128,0.383376,0.652508,0.228822,0.481255,0.592438
0.337663,1.05561,0.432439,0.699335,0.59574,0.466884,0.383352
0.474853,0.743778,"NA","NA","NA",0.743778,"NA"
0.0894559,0.0487017,"NA","NA","NA",0.0487017,"NA"
0.126332,0.491413,0.0491087,0.182219,0.226619,0.277078,0.491413
0.280217,0.230125,0.285124,0.0852169,0.189247,0.367107,0.384646
0.116045,0.375,0.173636,0.287683,0.168267,0.0828511,0.265405
0.154897,0.299813,0.0428098,0.114927,0.281395,0.342636,0.240848
1.11577,0.46139,0.875443,0.235107,1.39618,1.21609,0.755992
0.0971373,0.183365,0.146864,0.146864,0.0971373,0.112084,0.168696
0.0647582,0.122243,0.0979096,0.0979096,0.0647582,0.0747223,0.112464
0.020398,0.0519029,"NA","NA","NA",0.0519029,"NA"
1.37428,1.42743,1.53444,1.53444,1.37428,1.42743,"NA"
0.29697,0.830322,"NA","NA","NA",0.830322,"NA"
1.23326,1.71959,"NA","NA","NA",1.71959,"NA"
0.0201597,1.07371,0.0247123,0.0268328,0.0201597,0.721438,1.07371
0.513986,1.67281,0.615597,0.648208,0.513986,0.8835,1.51345
0.323776,1.03063,0.516784,0.842892,0.49763,0.199273,0.525046
0.194486,0.254394,0.214731,0.214731,0.194486,0.254394,"NA"
0.458905,0.468094,0.465106,0.468094,0.458905,0.4765,0.458905
0.258763,0.604077,0.230986,0.40358,0.280772,0.503895,0.604077
0.00563432,0.00563432,"NA","NA","NA",0.00563432,"NA"
0.0745466,0.0405847,"NA","NA","NA",0.0405847,"NA"
0.0372967,0.0742559,0.0371834,0.0371834,0.0372967,0.0742559,"NA"
0.0248645,0.049504,0.0247889,0.0247889,0.0248645,0.049504,"NA"
0.00490146,0.0415487,0.00536681,0.00839527,0.00337809,0.0093799,0.00543812
0.0588175,0.498584,0.0644017,0.100743,0.0405371,0.112559,0.0652575
0.536688,1.63438,0.817047,1.26078,0.517943,0.554096,1.63438
0.454926,1.34623,0.628895,0.897078,0.791216,0.563709,0.56941
0.123877,0.957471,0.0504308,0.293463,0.22218,0.267662,0.477877
0.0992827,1.0516,0.104732,0.104732,0.0992827,0.653872,1.0516
0.134184,0.0730525,"NA","NA","NA",0.0730525,"NA"
0.037131,0.127638,0.0375667,0.0414188,0.0190787,0.102313,0.0431318
0.605501,1.65185,0.709581,1.02934,0.922555,0.717882,0.717882
0.548,1.77811,0.771623,1.32057,0.920354,0.743092,0.691591
0.218863,0.657109,"NA","NA","NA",0.657109,"NA"
0.236212,0.470288,0.235495,0.235495,0.236212,0.470288,"NA"
0.231218,0.97871,"NA","NA","NA",0.97871,"NA"
0.284339,1.54444,0.462267,0.922439,0.938713,0.640864,0.756088
0.34306,1.5,0.877447,1.1084,1.02445,0.811025,0.811025
0.958197,1.02968,"NA","NA","NA",1.02968,"NA"
0.210587,0.589878,0.251695,0.3673,0.328567,0.251213,0.251213
0.014034,0.0979083,0.011149,0.0370897,0.00490411,0.0171333,0.0139464
0.0186493,0.39175,0.0316898,0.187682,0.0188591,0.0397743,0.0397743
0.0396535,1.21514,0.0432633,0.0432633,0.0396535,1.21514,"NA"
0.657444,2.16306,0.893866,1.51437,1.16315,0.989515,0.813702
0.0125103,0.0637926,"NA","NA","NA",0.0637926,"NA"
0.0198263,0.0218566,"NA","NA","NA",0.0218566,"NA"
0.0447675,0.212675,0.0488806,0.0311301,0.0239178,0.0740733,0.0740733
0.00295135,0.00442461,"NA","NA","NA",0.00442461,"NA"
0.0704772,0.337896,0.0967342,0.097652,0.0462028,0.104148,0.0807485
0.72502,3.3774,2.11987,2.60238,2.85326,2.38689,2.38689
0.0217496,0.0240609,"NA","NA","NA",0.0240609,"NA"
0.290025,0.344776,0.26332,0.162827,0.133316,0.640963,0.307271
1.04365,0.568186,"NA","NA","NA",0.568186,"NA"
0.209801,0.495614,0.190342,0.190342,0.215069,0.281783,0.490213
0.36548,1.1231,"NA","NA","NA",1.1231,"NA"
0.0620298,0.354152,0.165313,0.261778,0.0778268,0.217168,0.217168
0.127261,0.80764,"NA","NA","NA",0.80764,"NA"
0.181186,0.4375,0.244174,0.328612,0.266218,0.208645,0.208645
0.20707,0.5,0.279056,0.375556,0.304249,0.238451,0.238451
2.43307,5.875,3.27891,4.41279,3.57493,2.8018,2.8018
0.168367,0.96127,0.448707,0.710541,0.211244,0.589457,0.589457
0.000668301,0.000736739,"NA","NA","NA",0.000736739,"NA"
0.0396166,0.214011,0.0430146,0.0360118,0.0232413,0.0614374,0.0614374
0.0202403,0.0143289,0.0195549,0.00707207,0.0152045,0.0399699,0.0399699
0.282642,0.852566,0.32482,0.32482,0.282642,0.852566,"NA"
0.386759,0.93638,0.600146,0.868234,0.393734,0.617282,0.93638
0.191406,0.436064,0.189851,0.189851,0.191406,0.436064,"NA"
0.0197138,0.0831937,"NA","NA","NA",0.0831937,"NA"
0.584177,0.814541,"NA","NA","NA",0.814541,"NA"
0.00784706,0.0677342,"NA","NA","NA",0.0677342,"NA"
0.338321,0.491811,0.404471,0.491811,0.339887,0.300548,0.347703
0.155459,0.5,0.240745,0.383722,0.231331,0.128487,0.281443
0.00513971,0.28875,0.00553581,0.00553581,0.00513971,0.28875,"NA"
0.95329,1.33581,1.18835,1.26294,0.95329,0.984644,1.33581
0.820901,0.291181,0.671422,0.227921,0.992099,0.892727,0.892727
0.0598848,0.308385,0.0866325,0.099646,0.0598848,0.308385,"NA"
0.435342,1.00276,0.563705,1.00246,0.414397,0.416517,0.484829
0.886494,1.92492,0.685895,0.669082,1.67535,1.80261,0.907959
0.436421,1.62808,0.494037,1.37279,0.64848,0.753444,0.465327
0.302086,0.708727,0.438541,0.613457,0.439026,0.32859,0.338553
0.00957056,0.0585493,"NA","NA","NA",0.0585493,"NA"
0.292088,0.40727,"NA","NA","NA",0.40727,"NA"
0.0992346,0.457247,0.090444,0.225947,0.0328112,0.111238,0.0922096
0.169737,1.09084,0.391427,0.839841,0.722228,0.554662,0.542868
0.27244,0.498125,0.302833,0.363179,0.394032,0.417026,0.379285
0.376714,0.739667,0.488757,0.663572,0.372687,0.531385,0.659421
0.0108728,0.0892993,"NA","NA","NA",0.0892993,"NA"
0.0876131,0.123574,0.0794487,0.0537983,0.0394014,0.19695,0.0929058
0.0852281,0.308377,0.0937075,0.0724475,0.0574199,0.168307,0.168307
0.110356,0.0930547,0.110735,0.110735,0.110356,0.0930547,"NA"
0.478565,0.64304,0.519844,0.519844,0.478565,0.64304,"NA"
0.175031,1.46826,0.646502,0.929717,0.901517,0.700332,0.700332
0.0154128,0.0237406,"NA","NA","NA",0.0237406,"NA"
0.0106232,0.165403,0.0198803,0.00895187,0.0166622,0.115586,0.115586
2.49981,3.57582,2.95725,3.43482,2.66423,3.4222,3.47342
0.787057,1.27485,"NA","NA","NA",1.27485,"NA"
0.00409705,0.43992,0.00784186,0.0275353,0.00410891,0.00292548,0.236159
0.126388,0.487597,0.134481,0.1154,0.0718017,0.198704,0.198704
0.786511,0.807186,"NA","NA","NA",0.807186,"NA"
0.0241325,0.143307,0.0235984,0.0491813,0.0110574,0.0536308,0.0255674
0.173557,0.0866754,0.176268,0.0292807,0.084748,0.294308,0.294308
0.0207387,0.0207387,"NA","NA","NA",0.0134044,0.0207387
0.103891,0.812225,0.126093,0.214802,0.0706316,0.203432,0.0990766
0.18517,0.356939,"NA","NA","NA",0.356939,"NA"
0.176808,0.280006,0.198245,0.198245,0.176808,0.280006,"NA"
0.502954,0.744038,0.617786,0.739166,0.554781,0.530324,0.629581
0.0131294,0.0802037,0.0215045,0.0215045,0.0131294,0.0802037,"NA"
0.235561,0.415675,0.299711,0.400064,0.273009,0.196438,0.304993
0.241781,0.265591,0.256922,0.265598,0.241781,0.230198,0.265591
0.089275,0.50873,0.089075,0.176087,0.0431371,0.192474,0.0943694
1.19712,1.9604,1.51373,1.64748,1.19712,1.69233,1.9604
1.1616,3.,1.4508,2.02653,1.81961,1.35589,1.35589
0.59872,1.05144,0.759687,0.971091,0.614557,0.809307,0.959436
0.84591,1.22532,"NA","NA","NA",1.06573,1.22532
0.446137,0.589085,0.553083,0.553083,0.446137,0.470838,0.589085
