"BAU","SA","EXT10","EXT30","GTR30","NTSR","NTLR"
70.5382,36.1894,30.8068,30.8068,69.7854,77.8934,59.6432
180.07,282.044,217.896,236.773,183.405,201.903,255.668
185.757,298.925,153.279,153.279,183.804,177.117,177.117
105.563,204.776,88.0437,147.936,91.8459,95.4626,113.602
67.1255,154.393,77.5534,126.187,69.5671,65.4925,68.4905
25.9511,31.1435,26.0393,26.0393,25.9513,31.1435,"NA"
176.002,376.766,176.305,282.363,201.239,181.505,181.505
228.514,549.002,244.646,408.834,259.989,235.458,235.458
124.996,291.394,132.225,217.841,141.528,128.772,128.772
171.388,350.112,154.875,258.164,150.872,155.829,155.829
71.5088,74.2793,"NA","NA","NA",74.2793,"NA"
148.509,378.202,163.194,279.907,176.306,152.5,152.5
47.4781,53.1592,"NA","NA","NA",53.1592,"NA"
58.7518,73.5142,"NA","NA","NA",73.5142,"NA"
89.8455,211.011,95.9435,156.439,89.3717,97.764,98.0865
81.1206,189.153,88.4876,143.968,88.9918,83.1977,83.1977
120.899,157.868,131.219,131.219,121.434,127.363,157.868
93.1286,113.08,"NA","NA","NA",101.011,113.08
37.3047,41.8801,"NA","NA","NA",41.8801,"NA"
47.2305,106.556,42.9137,75.9624,52.3035,45.9228,51.4011
37.0149,86.1934,41.107,68.8272,41.0895,37.4652,77.9835
233.171,267.035,232.583,232.583,233.173,267.035,"NA"
109.233,307.842,131.927,223.81,117.516,132.139,134.884
105.363,145.361,132.324,145.361,107.482,80.795,105.16
126.633,162.957,"NA","NA","NA",148.254,162.957
101.864,106.941,"NA","NA","NA",106.941,"NA"
55.6043,61.8866,"NA","NA","NA",61.8866,"NA"
4.0501,4.47106,"NA","NA","NA",4.47106,"NA"
86.9856,98.6292,"NA","NA","NA",98.6292,"NA"
138.076,107.353,"NA","NA","NA",107.353,"NA"
18.0789,22.2474,13.7688,14.9549,17.6324,24.033,13.9368
30.3481,33.5747,"NA","NA","NA",33.5747,"NA"
368.946,616.376,451.692,454.3,373.574,443.126,616.376
101.473,181.266,130.3,181.266,106.542,83.219,100.12
19.4182,32.4408,23.7733,23.9105,19.6618,23.3224,32.4408
16.6362,22.9517,20.8933,22.9517,16.9709,12.7571,16.6042
47.0889,109.005,55.0361,89.3152,51.8516,45.8961,46.4308
90.2433,94.4081,"NA","NA","NA",94.4081,"NA"
67.32,128.528,67.3727,105.353,62.4382,64.9335,61.9069
49.3318,113.828,43.2974,79.2543,48.7432,47.917,91.2161
438.888,1067.82,458.978,816.899,443.251,423.213,571.982
119.131,106.517,"NA","NA","NA",106.517,"NA"
80.0467,73.9566,"NA","NA","NA",73.9566,"NA"
109.677,228.357,105.886,170.984,113.558,103.195,103.195
176.309,194.304,177.265,177.265,176.304,194.304,"NA"
14.4906,35.3607,15.43,26.1631,16.4517,14.8493,14.8493
41.7908,42.4667,"NA","NA","NA",42.4667,"NA"
75.6939,156.007,96.9132,155.976,80.2778,68.0016,74.4295
50.1264,56.6942,56.6942,56.6942,50.3807,43.2808,50.1226
11.7972,23.7912,15.0267,23.7844,12.5488,10.6466,11.6078
254.759,289.125,254.752,254.752,254.761,258.136,289.125
43.6636,64.9157,50.5387,50.375,44.2011,44.9775,64.9157
15.1916,15.1916,"NA","NA","NA",12.9194,15.1916
51.9916,59.0052,51.9901,51.9901,51.9921,52.6809,59.0052
57.8607,62.8608,"NA","NA","NA",62.8608,"NA"
17.5776,27.6554,20.7491,26.6412,18.1305,17.1294,19.6688
86.039,76.9293,"NA","NA","NA",76.9293,"NA"
34.7963,93.8654,44.838,84.3426,34.5361,31.7297,93.8431
64.009,157.659,67.6821,115.958,65.9541,65.5639,65.5639
152.821,326.579,144.544,248.945,154.76,146.261,146.261
67.5827,80.9916,72.3021,72.3021,67.7946,80.9916,"NA"
21.8318,32.4578,25.2693,25.1875,22.1005,22.4887,32.4578
111.966,156.512,134.186,133.96,113.469,125.336,156.512
97.0919,115.347,113.021,113.177,97.2111,74.6694,115.126
46.7362,117.352,64.4036,106.983,52.2725,30.2061,46.1341
43.7083,57.39,47.8893,47.8893,43.9274,57.2639,57.39
146.633,208.177,187.713,208.177,150.982,127.272,146.465
83.5816,84.9334,"NA","NA","NA",84.9334,"NA"
89.32,182.056,109.203,146.216,92.7813,105.763,167.818
190.09,306.413,231.737,252.268,193.331,230.124,305.799
80.4713,150.151,100.212,150.102,81.5019,70.5973,80.3057
93.9998,103.802,93.8108,93.8108,94.0007,103.779,103.802
71.3604,114.247,53.0482,86.438,72.5627,67.7753,67.7753
126.951,148.704,148.783,148.565,128.334,118.172,148.695
101.917,101.41,"NA","NA","NA",101.41,"NA"
73.7393,158.206,102.617,134.036,76.6312,108.103,126.306
109.46,130.315,110.045,110.045,109.457,129.63,130.315
51.0017,55.7107,54.9847,54.9847,51.1909,50.1513,55.7107
170.641,187.47,187.47,187.47,171.281,137.003,170.636
103.923,121.016,103.766,103.766,103.925,108.872,121.016
342.412,485.443,437.828,485.443,350.674,259.619,341.634
194.615,232.005,"NA","NA","NA",232.005,"NA"
59.294,99.5633,78.4102,99.5633,59.669,51.6539,58.9451
93.627,84.5888,"NA","NA","NA",84.5888,"NA"
33.0335,36.3045,"NA","NA","NA",36.3045,"NA"
110.042,203.212,144.415,203.212,111.51,95.8093,108.957
63.6812,64.7112,"NA","NA","NA",64.7112,"NA"
79.4196,160.755,99.918,160.727,85.2119,72.5242,77.9044
15.9203,16.1778,"NA","NA","NA",16.1778,"NA"
86.118,195.245,100.024,160.723,94.9951,84.6647,85.1141
93.5335,80.5241,"NA","NA","NA",80.5241,"NA"
122.084,199.059,158.721,199.059,122.242,106.53,121.521
95.1574,164.121,80.8278,123.121,101.401,89.1096,89.1096
91.8398,187.254,97.8695,153.038,87.8324,87.5397,86.6962
146.463,163.396,146.336,146.336,146.464,163.324,163.396
111.129,179.443,144.686,179.443,114.312,84.0563,110.689
57.831,82.2178,70.5222,70.4946,58.5017,82.1567,82.2178
151.882,204.335,152.699,152.699,151.883,185.412,204.335
229.006,446.083,283.914,388.278,239.293,248.486,282.437
51.7611,71.4229,"NA","NA","NA",63.3658,71.4229
374.932,670.809,480.938,670.809,387.351,332.152,372.382
695.7,926.953,817.598,886.494,706.303,751.68,926.953
136.532,121.906,"NA","NA","NA",121.906,"NA"
293.607,271.919,"NA","NA","NA",271.919,"NA"
21.4584,25.785,"NA","NA","NA",25.785,"NA"
163.635,179.958,"NA","NA","NA",161.382,179.958
26.8892,31.517,26.8744,26.8744,26.8892,25.5126,31.3795
15.8472,32.2564,19.8677,32.2512,16.9544,14.594,15.5313
96.1264,103.776,103.549,103.549,96.5535,82.0214,103.776
154.224,225.615,181.494,181.495,156.05,153.106,225.615
93.7964,186.436,108.868,170.392,101.392,92.0664,91.0636
41.0788,44.6189,"NA","NA","NA",44.6189,"NA"
47.2924,65.9272,54.683,54.8709,48.4601,65.9272,"NA"
282.336,330.929,282.182,282.182,282.336,267.882,329.484
36.8266,65.3458,44.5738,53.5121,38.3369,41.8121,53.239
219.966,303.719,263.942,284.831,222.857,213.601,303.719
73.1294,64.9824,"NA","NA","NA",64.9824,"NA"
132.41,250.715,171.406,250.715,131.879,119.638,131.053
574.737,894.433,721.455,797.17,586.019,538.703,709.999
219.276,201.569,"NA","NA","NA",201.569,"NA"
53.7425,126.108,70.7345,80.2638,56.5454,62.577,85.6166
127.806,278.736,174.618,277.409,135.032,113.118,128.928
46.0721,58.8693,"NA","NA","NA",52.0875,58.8693
125.154,221.466,155.962,172.314,127.312,201.768,221.466
215.892,342.848,271.4,299.938,220.462,242.692,309.337
43.3947,58.3813,43.6284,43.6284,43.3952,52.975,58.3813
234.931,364.675,298.705,364.675,244.099,185.157,233.359
139.748,305.816,174.432,278.445,148.49,126.593,137.04
233.64,296.136,296.101,296.136,235.976,175.329,233.489
120.759,222.481,156.261,222.481,129.368,110.619,179.262
181.326,215.882,196.752,196.752,183.569,215.882,"NA"
68.3824,86.7515,75.2286,75.2286,68.6843,77.9609,86.7515
67.6762,163.559,72.4233,121.69,74.8907,69.3273,69.3273
27.0285,36.4246,29.8717,29.8717,27.1295,32.6885,36.4246
124.819,140.455,"NA","NA","NA",140.455,"NA"
182.879,201.996,201.996,201.996,183.303,121.788,182.911
142.205,336.493,170.649,277.436,148.849,136.852,140.634
144.512,159.759,155.753,155.753,145.051,127.968,159.759
73.6314,74.8223,"NA","NA","NA",74.8223,"NA"
183.494,204.226,"NA","NA","NA",204.226,"NA"
86.1903,164.107,107.299,131.748,90.0784,87.443,164.107
133.416,154.949,134.364,134.364,133.416,153.971,154.949
155.369,132.785,"NA","NA","NA",132.785,"NA"
270.196,491.087,346.79,491.087,280.222,240.942,268.14
25.0637,28.319,"NA","NA","NA",28.319,"NA"
32.5991,55.7202,31.7918,55.7184,32.2523,34.8944,28.9623
55.6072,59.4928,"NA","NA","NA",59.4928,"NA"
135.257,215.228,173.35,192.528,137.258,131.52,173.788
51.4836,56.1535,"NA","NA","NA",56.1535,"NA"
81.7339,99.0986,82.2109,82.2109,81.7308,99.0986,"NA"
31.4184,26.8297,"NA","NA","NA",26.8297,"NA"
100.581,109.192,"NA","NA","NA",109.192,"NA"
127.369,136.07,"NA","NA","NA",119.288,136.07
102.372,99.3132,"NA","NA","NA",99.3132,"NA"
139.562,160.456,"NA","NA","NA",160.456,"NA"
203.743,242.976,221.422,221.422,204.646,190.455,242.976
302.912,328.032,304.155,304.155,304.307,328.032,"NA"
49.3491,52.0907,"NA","NA","NA",52.0907,"NA"
235.15,283.115,"NA","NA","NA",258.763,283.115
80.9755,92.1812,92.1812,92.1812,81.5662,69.6283,80.9657
229.454,222.599,"NA","NA","NA",222.599,"NA"
109.965,85.2453,"NA","NA","NA",85.2453,"NA"
75.4636,106.867,96.43,96.8841,76.3183,59.6562,106.867
124.591,160.945,"NA","NA","NA",121.124,160.945
210.31,449.393,199.502,330.184,216.676,196.807,196.807
147.934,160.202,148.541,148.541,148.615,160.202,"NA"
21.108,22.5489,21.196,21.196,21.1991,22.5489,"NA"
17.6503,17.123,"NA","NA","NA",17.123,"NA"
160.427,217.562,177.325,177.325,160.989,175.707,217.562
31.3127,34.1546,"NA","NA","NA",34.1546,"NA"
152.07,374.81,160.36,274.257,178.196,155.028,158.584
60.228,175.544,77.0783,126.327,71.8465,60.8933,82.4944
33.4013,31.4104,"NA","NA","NA",31.4104,"NA"
63.0803,91.5799,69.478,69.478,63.37,91.5799,"NA"
111.685,126.288,"NA","NA","NA",126.288,"NA"
347.936,365.21,348.604,348.604,349.92,364.229,365.21
15.0828,28.8787,19.296,27.396,15.6441,12.6057,28.7374
97.5918,128.113,"NA","NA","NA",128.113,"NA"
58.9435,65.7985,"NA","NA","NA",65.7985,"NA"
149.544,169.95,"NA","NA","NA",169.95,"NA"
179.426,217.591,"NA","NA","NA",217.591,"NA"
70.0809,92.7244,"NA","NA","NA",92.7244,"NA"
116.938,126.155,"NA","NA","NA",126.155,"NA"
49.6987,53.6158,"NA","NA","NA",53.6158,"NA"
29.2345,31.5387,"NA","NA","NA",31.5387,"NA"
64.7493,113.562,81.7613,98.6203,66.8748,46.9063,113.562
203.059,240.801,"NA","NA","NA",240.801,"NA"
109.335,206.578,143.997,206.463,109.144,97.5379,187.306
41.5274,49.7389,"NA","NA","NA",49.7389,"NA"
49.2417,63.8781,54.4398,54.4398,49.4385,43.566,63.8781
54.41,50.1229,"NA","NA","NA",50.1229,"NA"
114.285,132.979,"NA","NA","NA",132.979,"NA"
80.2393,216.078,91.506,159.459,93.1821,82.1771,87.2706
41.8487,85.1069,56.7773,73.2538,43.6195,59.4942,68.7735
84.5131,208.388,104.265,171.148,87.747,79.5893,91.71
57.1424,66.4896,"NA","NA","NA",66.4896,"NA"
24.4966,30.6801,"NA","NA","NA",30.6801,"NA"
86.4482,209.907,91.1264,158.243,92.768,91.0123,209.907
100.046,282.385,138.415,234.068,114.416,84.1347,98.2177
24.891,69.9612,32.3831,50.1719,27.021,18.679,51.5036
101.224,235.01,101.498,176.839,109.489,106.713,234.919
160.829,401.724,171.53,295.148,186.,163.708,181.285
8.94645,13.6433,12.0181,12.0181,8.94789,7.93794,12.2898
5.9643,9.09557,8.01207,8.01207,5.96526,5.29196,8.19322
92.8579,84.2771,"NA","NA","NA",84.2771,"NA"
274.106,330.787,275.409,275.409,274.137,330.787,"NA"
70.7664,91.6916,"NA","NA","NA",91.6916,"NA"
134.142,130.135,"NA","NA","NA",130.135,"NA"
184.735,266.511,216.68,217.671,185.941,246.574,266.511
149.447,169.211,172.909,173.03,149.791,123.379,168.931
55.55,139.228,75.828,126.583,62.4541,41.3587,75.7201
24.2561,29.7206,24.1604,24.1604,24.2563,29.7206,"NA"
79.2414,98.7665,98.7544,98.7665,80.3025,60.1562,79.2502
23.994,11.9771,14.8684,8.35216,23.5817,26.761,11.9771
26.8806,26.8806,"NA","NA","NA",26.8806,"NA"
20.4139,25.5668,"NA","NA","NA",25.5668,"NA"
19.6388,23.7792,19.72,19.72,19.6389,23.7792,"NA"
13.0925,15.8528,13.1467,13.1467,13.0926,15.8528,"NA"
8.50888,24.3466,10.7711,18.1341,9.23885,9.10594,9.85113
102.107,292.159,129.253,217.609,110.866,109.271,118.214
126.307,230.84,159.069,198.089,130.037,93.5479,230.84
80.5829,197.135,83.892,143.733,94.5272,82.4211,83.6523
101.408,194.39,122.179,176.81,105.259,70.8467,140.431
261.82,301.203,281.058,281.058,264.237,276.064,301.203
36.7449,46.0202,"NA","NA","NA",46.0202,"NA"
63.3001,162.659,79.7475,133.314,72.2736,65.1541,72.9858
118.293,302.983,134.977,227.636,132.699,120.97,120.97
139.688,359.634,179.929,298.692,151.907,132.058,160.541
69.607,72.9194,"NA","NA","NA",72.9194,"NA"
124.379,150.601,124.893,124.893,124.38,150.601,"NA"
108.597,137.17,"NA","NA","NA",137.17,"NA"
103.328,335.759,142.552,244.984,126.942,104.115,185.093
131.975,274.059,124.065,202.179,136.735,123.707,123.707
114.448,124.296,"NA","NA","NA",124.296,"NA"
41.9337,109.466,47.9424,81.8106,48.7188,42.8556,42.8556
23.6924,59.5342,31.7869,54.0355,24.8187,19.3845,37.7855
31.4285,79.8326,35.5637,62.1116,31.7436,30.4647,30.4647
353.467,389.517,355.251,355.251,353.47,389.517,"NA"
147.206,331.292,169.922,272.453,155.795,145.496,145.694
17.8029,20.5507,"NA","NA","NA",20.5507,"NA"
160.264,173.566,"NA","NA","NA",173.566,"NA"
59.0213,155.011,66.1668,114.92,67.6179,60.5776,60.5776
6.76209,7.08501,"NA","NA","NA",7.08501,"NA"
70.8354,192.776,81.3155,142.597,80.2176,72.1359,96.5058
363.17,763.271,332.891,556.78,374.855,343.32,343.32
176.787,191.559,"NA","NA","NA",191.559,"NA"
426.47,986.892,507.854,815.635,471.78,412.232,421.426
285.794,357.935,"NA","NA","NA",357.935,"NA"
20.1276,47.9911,20.3566,20.3566,20.088,22.0302,47.9833
199.075,176.897,"NA","NA","NA",176.897,"NA"
29.2075,44.8666,21.1097,32.1621,28.9515,27.3419,27.3419
222.789,190.395,"NA","NA","NA",190.395,"NA"
28.4218,75.8394,32.4105,56.231,32.998,29.0649,29.0649
32.482,86.6736,37.0405,64.264,37.7121,33.2171,33.2171
381.664,1018.41,435.226,755.102,443.117,390.301,390.301
79.2776,121.781,57.2978,87.297,78.5825,74.2137,74.2137
5.40216,5.85053,"NA","NA","NA",5.85053,"NA"
61.7614,166.397,74.3244,126.427,70.2304,63.4095,63.4095
26.7948,63.2216,28.7531,47.4948,30.0876,27.5054,27.5054
118.967,160.643,119.556,119.556,118.968,160.643,"NA"
54.3128,123.545,66.4738,89.999,54.2541,55.3282,123.545
113.164,134.237,113.596,113.596,113.165,134.237,"NA"
61.2614,68.6189,"NA","NA","NA",68.6189,"NA"
63.5411,61.6427,"NA","NA","NA",61.6427,"NA"
29.9405,35.1553,"NA","NA","NA",35.1553,"NA"
34.5571,65.7167,46.5799,65.7167,36.2975,29.1019,34.4678
23.1989,73.9322,33.5957,60.3611,26.295,20.9513,40.7081
40.467,56.1901,40.6952,40.6952,40.4674,56.1901,"NA"
60.9503,113.681,84.9686,95.5946,63.0801,60.0279,113.681
118.281,286.202,126.881,213.321,138.222,121.075,121.075
40.5233,58.8638,47.353,47.5505,40.9478,58.8638,"NA"
59.2971,121.601,82.9852,121.486,61.9545,50.9052,69.7721
377.726,968.25,484.272,803.466,409.938,358.404,432.913
304.722,596.07,395.4,595.627,314.222,236.233,301.875
44.7763,108.434,53.4415,88.7138,46.864,43.1235,44.2438
10.535,13.047,"NA","NA","NA",13.047,"NA"
31.7705,30.8213,"NA","NA","NA",30.8213,"NA"
200.894,445.379,255.504,407.527,209.598,179.692,197.418
72.2562,164.676,75.1349,116.885,85.5144,82.3398,78.6963
36.0556,88.3068,37.394,63.8189,39.2404,37.0407,37.3632
83.4368,129.294,100.888,119.973,85.3001,93.4313,117.581
50.873,47.6701,"NA","NA","NA",47.6701,"NA"
126.52,292.734,149.643,241.166,139.603,123.375,125.014
117.168,307.754,133.657,229.719,127.15,119.546,119.546
24.2772,35.9112,26.5165,26.5165,24.7216,35.9112,"NA"
68.2689,90.2579,68.4717,68.4717,68.2696,90.2579,"NA"
142.832,325.066,142.607,240.438,148.057,134.072,134.072
101.277,114.155,"NA","NA","NA",114.155,"NA"
53.0975,106.92,48.825,78.9368,55.0119,50.2993,50.2993
269.728,609.293,326.057,427.546,269.231,501.327,555.579
103.453,111.745,"NA","NA","NA",111.745,"NA"
40.94,136.089,54.3109,88.9679,41.291,36.1854,112.644
198.527,533.429,235.947,403.282,225.845,202.506,202.506
84.144,116.323,"NA","NA","NA",116.323,"NA"
43.6302,105.817,54.2438,88.043,47.464,40.1853,43.1905
60.4273,153.385,67.2866,114.165,69.6822,61.7134,61.7134
7.1477,7.1477,"NA","NA","NA",5.86031,7.1477
141.524,381.969,163.716,283.995,152.583,144.139,171.365
32.771,38.431,"NA","NA","NA",38.431,"NA"
29.9602,39.6708,30.0373,30.0373,29.9605,39.6708,"NA"
65.9096,131.452,82.4439,114.63,68.3611,71.7167,93.3227
12.985,15.8407,12.9827,12.9827,13.0388,15.8407,"NA"
25.4476,59.9684,35.2185,59.8985,27.3428,18.9187,35.4286
46.711,57.6798,57.6328,57.6476,47.3602,31.4437,57.6798
154.259,373.512,192.932,311.134,168.156,141.875,152.742
188.166,222.436,225.27,225.015,189.547,198.113,222.436
174.664,425.101,185.641,314.117,197.44,179.232,179.232
105.594,163.175,128.704,152.895,106.513,116.988,148.118
122.992,127.563,"NA","NA","NA",126.316,127.563
70.5782,93.4696,77.653,77.653,70.8956,83.1525,93.4696
62.3147,121.489,79.4151,121.264,63.817,55.8562,61.8365
137.923,199.354,169.91,169.91,138.326,122.946,199.354
9.42111,10.619,"NA","NA","NA",10.619,"NA"
79.1726,81.9716,"NA","NA","NA",81.8517,81.9716
110.878,118.494,"NA","NA","NA",118.494,"NA"
142.54,158.513,"NA","NA","NA",158.513,"NA"
90.8631,183.919,113.931,159.926,91.0091,103.329,121.837
45.8354,51.1015,"NA","NA","NA",51.1015,"NA"
75.9096,113.625,92.2909,92.6655,76.7829,101.656,113.625
337.401,756.893,322.551,557.293,343.014,314.6,377.231
73.3528,125.041,90.5217,99.7425,74.6829,90.1002,125.041
222.568,386.863,277.872,306.295,226.058,317.689,386.863
33.0193,33.5136,33.1463,33.1463,33.0195,33.5136,"NA"
87.6906,198.599,90.4543,149.191,90.7963,83.4485,83.4485
22.444,35.0117,27.2145,32.6656,23.0363,21.4637,24.6366
7.80759,18.7922,10.2703,17.1221,8.19823,6.43142,9.31444
56.0391,61.984,"NA","NA","NA",61.984,"NA"
124.686,134.354,"NA","NA","NA",134.354,"NA"
101.606,148.737,113.282,113.282,102.18,115.61,148.737
130.135,198.232,158.444,159.36,131.431,159.667,198.232
77.3948,116.135,94.6956,103.347,78.6229,71.6011,116.135
17.0743,18.8054,"NA","NA","NA",18.8054,"NA"
117.556,166.972,151.176,166.972,119.929,81.4042,117.438
132.431,314.616,141.565,234.881,146.154,135.788,135.788
17.4481,36.0845,21.5447,25.9218,17.8561,33.2637,36.0845
57.1803,71.4749,71.4551,71.4575,57.7302,43.4841,71.4637
20.8859,62.9747,28.5279,43.2334,23.2552,23.7022,57.127
28.2518,37.9284,"NA","NA","NA",34.4055,37.9284
194.775,300.94,235.595,236.794,197.28,215.707,300.94
21.1804,20.5476,"NA","NA","NA",20.5476,"NA"
8.41645,16.3579,10.5841,12.9088,8.70664,9.1544,16.3579
166.02,291.113,191.036,275.721,171.491,144.823,162.163
42.4079,46.0551,"NA","NA","NA",39.4032,46.0551
140.739,312.069,182.01,286.495,145.726,123.62,138.702
107.745,114.685,114.456,114.456,108.121,76.9172,114.685
145.886,227.576,176.894,212.326,149.736,139.514,160.138
88.0261,129.806,103.979,104.446,89.9483,129.069,129.806
112.825,137.003,113.231,113.231,112.825,137.003,"NA"
41.4888,100.308,52.0679,72.3132,43.9028,50.0835,100.308
109.408,187.784,136.219,150.36,111.28,135.273,187.784
43.2534,84.6151,53.7521,77.1682,45.0654,32.9118,42.8258
28.2405,27.3968,"NA","NA","NA",27.3968,"NA"
16.9324,37.5462,21.1822,34.2132,17.7472,15.4506,16.5927
233.554,418.855,296.437,366.143,239.388,216.127,336.681
52.4393,147.309,71.0294,121.728,62.6801,43.5992,50.3094
206.904,522.811,228.095,388.934,229.174,211.645,211.645
128.894,240.446,161.286,194.905,131.453,127.714,195.835
130.062,208.101,159.595,173.808,132.873,146.702,208.085
114.124,125.579,124.417,124.417,114.486,125.307,125.579
21.1804,20.5476,"NA","NA","NA",20.5476,"NA"
65.9092,77.5967,"NA","NA","NA",77.5967,"NA"
134.142,130.135,"NA","NA","NA",130.135,"NA"
473.957,629.199,"NA","NA","NA",629.199,"NA"
57.5327,67.7426,61.5118,61.5118,57.7128,61.453,67.7426
37.3772,43.5608,"NA","NA","NA",43.5608,"NA"
139.84,330.021,167.18,271.877,146.217,135.075,138.314
